control/mA,Ewe/V
-0.04,-2.6461282
-0.04,-2.6705348
-0.04,-2.6942167
-0.04,-2.7172303
-0.04,-2.7394807
-0.04,-2.7608154
-0.04,-2.7819972
-0.04,-2.8024156
-0.04,-2.8233685
-0.04,-2.8302193
0.04,-2.1956959
0.04,-1.1955934
0.04,-0.19556336
0.04,0.3668487
0.04,0.58879983
0.04,0.7130665
0.04,0.8056368
0.04,0.8891428
0.04,0.96953833
0.04,1.0410031
0.04,1.1060942
0.04,1.1716816
0.04,1.2425739
0.04,1.3235419
0.04,1.4144901
0.04,1.5157621
0.04,1.6244955
0.04,1.7385148
0.04,1.8485457
0.04,1.94457
0.04,2.0209582
0.04,2.0791986
0.04,2.1218486
0.04,2.1546516
0.04,2.1855466
0.04,2.2144737
0.04,2.2421246
0.04,2.2698135
0.04,2.3013382
0.04,2.3344467
0.04,2.3717916
0.04,2.4134684
0.04,2.4600492
0.04,2.512145
0.04,2.5701947
0.04,2.6355913
0.04,2.7083154
0.04,2.789188
0.04,2.872236
0.04,2.9537191
0.04,3.0367672
0.04,3.1197963
0.04,3.2022145
0.04,3.2889264
0.04,3.3755047
0.04,3.4675024
0.04,3.5517335
0.04,3.6432543
0.04,3.7309203
0.04,3.8124225
0.04,3.8899176
0.04,3.9572988
0.04,4.0163026
0.04,4.0683985
0.04,4.114922
0.04,4.1517897
0.04,4.196681
0.04,4.232175
0.04,4.269253
0.04,4.3056436
0.04,4.339477
0.04,4.369437
0.04,4.378597
