control/mA,Ewe/V
-0.08,-6.446372
-0.08,-6.504078
-0.08,-6.5653906
-0.08,-6.6289554
-0.08,-6.685478
-0.08,-6.7359905
-0.08,-6.782266
-0.08,-6.826118
-0.08,-6.8720884
-0.08,-6.8977356
0.08,-5.763535
0.08,-4.6816974
0.08,-3.6790476
0.08,-2.6781397
0.08,-1.6781191
0.08,-0.6780509
0.08,0.19309442
0.08,0.5977306
0.08,0.8234792
0.08,0.9327087
0.08,1.0194969
0.08,1.1105597
0.08,1.2050954
0.08,1.3098978
0.08,1.4279625
0.08,1.5710448
0.08,1.7618338
0.08,1.9753885
0.08,2.1626284
0.08,2.3099828
0.08,2.4428365
0.08,2.5870447
0.08,2.7494006
0.08,2.9184735
0.08,3.1046255
0.08,3.2899568
0.08,3.4892185
0.08,3.6847782
0.08,3.8695753
0.08,4.0427704
0.08,4.2121
0.08,4.3785396
0.08,4.536449
0.08,4.6826224
0.08,4.8064313
0.08,4.9164433
0.08,5.0104256
0.08,5.092233
0.08,5.164786
0.08,5.2309456
0.08,5.2925825
0.08,5.34964
0.08,5.40185
0.08,5.4515038
0.08,5.4966726
0.08,5.53791
0.08,5.575637
0.08,5.6083064
0.08,5.6357474
0.08,5.661967
0.08,5.682042
0.08,5.7031093
0.08,5.721047
0.08,5.736237
0.08,5.749118
0.08,5.7609873
0.08,5.770834
0.08,5.7806044
0.08,5.789153
0.08,5.797645
0.08,5.8053546
0.08,5.8119955
0.08,5.818846
0.08,5.8236165
0.08,5.8295894
0.08,5.832032
