control/mA,Ewe/V
-0.08,-6.498773
-0.08,-6.5519757
-0.08,-6.6051974
-0.08,-6.65777
-0.08,-6.706202
-0.08,-6.752707
-0.08,-6.7973795
-0.08,-6.8431206
-0.08,-6.8882895
-0.08,-6.914414
0.08,-5.8178797
0.08,-4.7036424
0.08,-3.6893332
0.08,-2.6886542
0.08,-1.6885573
0.08,-0.6885273
0.08,0.14290686
0.08,0.55599666
0.08,0.8014004
0.08,0.92940736
0.08,1.0228554
0.08,1.1185553
0.08,1.2168123
0.08,1.3189812
0.08,1.4324851
0.08,1.5686213
0.08,1.7482278
0.08,1.9545884
0.08,2.1349773
0.08,2.2757292
0.08,2.3996334
0.08,2.5322583
0.08,2.6850727
0.08,2.860672
0.08,3.0467856
0.08,3.238109
0.08,3.4346993
0.08,3.629152
0.08,3.8089876
0.08,3.9744158
0.08,4.132879
0.08,4.291026
0.08,4.4510727
0.08,4.6061583
0.08,4.742771
0.08,4.8553405
0.08,4.948216
0.08,5.027753
0.08,5.097519
0.08,5.161828
0.08,5.221404
0.08,5.278118
0.08,5.330996
0.08,5.37981
0.08,5.42599
0.08,5.4685063
0.08,5.5049925
0.08,5.541059
0.08,5.570542
0.08,5.595101
0.08,5.617848
0.08,5.6375794
0.08,5.655765
0.08,5.6722717
0.08,5.6865263
0.08,5.699751
0.08,5.710647
0.08,5.721467
0.08,5.732821
0.08,5.7416563
0.08,5.7505107
0.08,5.757877
0.08,5.7643647
0.08,5.770548
0.08,5.7761006
0.08,5.7788677
