control/mA,Ewe/V
-0.01,-0.9531031
-0.01,-0.9584081
-0.01,-0.9635986
-0.01,-0.9689609
-0.01,-0.97439945
-0.01,-0.97976166
-0.01,-0.9849713
-0.01,-0.9903144
-0.01,-0.9956385
-0.01,-1.0013251
0.01,-0.13876997
0.01,0.5963375
0.01,0.64160174
0.01,0.67001593
0.01,0.6895948
0.01,0.7060822
0.01,0.71999353
0.01,0.7321111
0.01,0.742931
0.01,0.75071675
0.01,0.7585979
0.01,0.7668607
0.01,0.77470374
0.01,0.7822986
0.01,0.78960735
0.01,0.79710686
0.01,0.8043392
0.01,0.8116479
0.01,0.8190138
0.01,0.8257309
0.01,0.8327152
0.01,0.838898
0.01,0.84546244
0.01,0.85154986
0.01,0.857351
0.01,0.86326665
0.01,0.8681709
0.01,0.8739529
0.01,0.88015485
0.01,0.88645214
0.01,0.8925968
0.01,0.89872235
0.01,0.90496236
0.01,0.9110116
0.01,0.91725165
0.01,0.923797
0.01,0.92988443
0.01,0.9361817
0.01,0.94251716
0.01,0.94915795
0.01,0.9554743
0.01,0.9621342
0.01,0.9685078
0.01,0.9749578
0.01,0.9815032
0.01,0.98793405
0.01,0.9943649
0.01,1.0009103
0.01,1.007532
0.01,1.0138103
0.01,1.0201839
0.01,1.0266148
0.01,1.03337
0.01,1.0398964
0.01,1.0467279
0.01,1.053178
0.01,1.0599713
0.01,1.0668602
0.01,1.0732338
0.01,1.0797029
0.01,1.0862483
