control/mA,Ewe/V
-0.08,-5.5895715
-0.08,-5.6052957
-0.08,-5.619741
-0.08,-5.6339197
-0.08,-5.647201
-0.08,-5.6608453
-0.08,-5.672123
-0.08,-5.6830764
-0.08,-5.6936865
-0.08,-5.699965
0.08,-4.826368
0.08,-3.8237326
0.08,-2.8236454
0.08,-1.8235391
0.08,-0.8234994
0.08,0.17651154
0.08,0.77044827
0.08,0.951009
0.08,1.038198
0.08,1.1165898
0.08,1.2037024
0.08,1.3008144
0.08,1.4087462
0.08,1.5389858
0.08,1.7052345
0.08,1.9064428
0.08,2.0863166
0.08,2.2123747
0.08,2.3112612
0.08,2.404194
0.08,2.5010772
0.08,2.607196
0.08,2.7308521
0.08,2.8787432
0.08,3.0492663
0.08,3.2297509
0.08,3.4143379
0.08,3.6043828
0.08,3.7892942
0.08,3.9596457
0.08,4.113281
0.08,4.26057
0.08,4.4062667
0.08,4.555379
0.08,4.708117
0.08,4.853337
0.08,4.982317
0.08,5.0896187
0.08,5.17572
0.08,5.245181
0.08,5.3018
0.08,5.3471975
0.08,5.3809547
0.08,5.4064493
0.08,5.4278603
0.08,5.4448056
0.08,5.4592705
0.08,5.4715595
0.08,5.483849
0.08,5.49465
0.08,5.503714
0.08,5.5128927
0.08,5.519877
0.08,5.527758
0.08,5.533483
0.08,5.540181
0.08,5.5468793
0.08,5.552642
0.08,5.5600653
0.08,5.56537
0.08,5.569912
0.08,5.5745873
0.08,5.5790334
0.08,5.583804
0.08,5.586724
