control/mA,Ewe/V
-0.01,-0.49133945
-0.01,-0.49403012
-0.01,-0.4965681
-0.01,-0.49872446
-0.01,-0.50116706
-0.01,-0.5035333
-0.01,-0.5061095
-0.01,-0.50799865
-0.01,-0.51009774
-0.01,-0.5121205
0.01,-0.2618072
0.01,0.20027561
0.01,0.24519634
0.01,0.2736296
0.01,0.29553658
0.01,0.31334075
0.01,0.32891226
0.01,0.34251824
0.01,0.3547121
0.01,0.36566558
0.01,0.37537867
0.01,0.3846147
0.01,0.39316377
0.01,0.4008541
0.01,0.40865895
0.01,0.4156623
0.01,0.42237943
0.01,0.4288103
0.01,0.43480226
0.01,0.44067976
0.01,0.4462519
0.01,0.4515569
0.01,0.4567283
0.01,0.46163258
0.01,0.46674675
0.01,0.47125027
0.01,0.4758492
0.01,0.4803718
0.01,0.48432192
0.01,0.48863462
0.01,0.4926229
0.01,0.49651578
0.01,0.5005423
0.01,0.5040344
0.01,0.50773644
0.01,0.51128584
0.01,0.51468253
0.01,0.51815563
0.01,0.5212852
0.01,0.5246628
0.01,0.5279641
0.01,0.5312845
0.01,0.5342614
0.01,0.53708565
0.01,0.5398527
0.01,0.54284865
0.01,0.5457683
0.01,0.5485353
0.01,0.55114967
0.01,0.55378306
0.01,0.55571043
0.01,0.5580385
0.01,0.55996585
0.01,0.5622176
0.01,0.5642976
0.01,0.56677836
0.01,0.56899196
0.01,0.5711674
0.01,0.57290393
0.01,0.5749076
0.01,0.57714033
