control/mA,Ewe/V
-0.01,-1.9342984
-0.01,-1.9453092
-0.01,-1.9559573
-0.01,-1.9661666
-0.01,-1.977101
-0.01,-1.9874629
-0.01,-1.9977866
-0.01,-2.008492
-0.01,-2.0189111
-0.01,-2.0284908
0.01,-0.7566814
0.01,0.25172263
0.01,1.0477393
0.01,1.09058
0.01,1.1197957
0.01,1.1430384
0.01,1.163247
0.01,1.1805551
0.01,1.197157
0.01,1.2125186
0.01,1.2265635
0.01,1.2399405
0.01,1.2525923
0.01,1.2643855
0.01,1.2761214
0.01,1.2876472
0.01,1.2986389
0.01,1.309726
0.01,1.3203741
0.01,1.3314803
0.01,1.3417087
0.01,1.3518225
0.01,1.3621653
0.01,1.3727753
0.01,1.3822786
0.01,1.392545
0.01,1.4024681
0.01,1.41283
0.01,1.4236116
0.01,1.4334393
0.01,1.4435722
0.01,1.4536097
0.01,1.4634373
0.01,1.4736848
0.01,1.4837222
0.01,1.4929774
0.01,1.5030721
0.01,1.5125754
0.01,1.5220976
0.01,1.5322686
0.01,1.5417528
0.01,1.551237
0.01,1.5606066
0.01,1.5703578
0.01,1.5798801
0.01,1.5894978
0.01,1.5989246
0.01,1.6080843
0.01,1.6173013
0.01,1.6269572
0.01,1.6361741
0.01,1.6454293
0.01,1.6542073
0.01,1.6632143
0.01,1.6725076
0.01,1.6816101
0.01,1.6906362
0.01,1.6948917
0.01,1.7021049
0.01,1.7102151
0.01,1.7188023
0.01,1.7268744
