control/mA,Ewe/V
-0.02,-1.6609385
-0.02,-1.6996764
-0.02,-1.736964
-0.02,-1.7736983
-0.02,-1.8100508
-0.02,-1.8472049
-0.02,-1.8833094
-0.02,-1.9207115
-0.02,-1.9558047
-0.02,-1.971777
0.02,-1.2816936
0.02,-0.28156918
0.02,0.42606238
0.02,0.4856959
0.02,0.518938
0.02,0.54603547
0.02,0.5707667
0.02,0.59402853
0.02,0.6164889
0.02,0.6408194
0.02,0.66581774
0.02,0.6922854
0.02,0.71980274
0.02,0.7475681
0.02,0.77411216
0.02,0.79743123
0.02,0.8200443
0.02,0.8411688
0.02,0.86257964
0.02,0.8840859
0.02,0.9053822
0.02,0.9285104
0.02,0.9529745
0.02,0.97988117
0.02,1.0077801
0.02,1.0389804
0.02,1.0698752
0.02,1.1045867
0.02,1.1416454
0.02,1.1812229
0.02,1.2215257
0.02,1.2666754
0.02,1.3135617
0.02,1.3641881
0.02,1.4164556
0.02,1.4733794
0.02,1.5333374
0.02,1.596921
0.02,1.6636533
0.02,1.7328854
0.02,1.8014877
0.02,1.8729143
0.02,1.9442265
0.02,2.013764
0.02,2.0785499
0.02,2.140416
0.02,2.1995916
0.02,2.2548528
0.02,2.3057082
0.02,2.3558004
0.02,2.4020379
0.02,2.449172
0.02,2.476174
0.02,2.528041
0.02,2.5747936
0.02,2.6192565
0.02,2.6619062
0.02,2.7069032
0.02,2.7489808
0.02,2.7849708
0.02,2.8261895
0.02,2.8650036
