control/mA,Ewe/V
-0.01,-2.034101
-0.01,-2.0461423
-0.01,-2.0577826
-0.01,-2.0700529
-0.01,-2.0816362
-0.01,-2.093162
-0.01,-2.1045353
-0.01,-2.1156988
-0.01,-2.126614
-0.01,-2.1377392
0.01,-0.846214
0.01,0.16142319
0.01,1.1345848
0.01,1.1757271
0.01,1.2063167
0.01,1.2309334
0.01,1.25181
0.01,1.2710644
0.01,1.2879717
0.01,1.3036577
0.01,1.3187331
0.01,1.3321291
0.01,1.3449527
0.01,1.3572801
0.01,1.3694167
0.01,1.3807328
0.01,1.3924115
0.01,1.403632
0.01,1.4147
0.01,1.4256727
0.01,1.4365307
0.01,1.4479803
0.01,1.4587811
0.01,1.4701544
0.01,1.4810315
0.01,1.4921187
0.01,1.5035683
0.01,1.5150943
0.01,1.5260477
0.01,1.537192
0.01,1.5492905
0.01,1.5602058
0.01,1.5718081
0.01,1.5827043
0.01,1.5943066
0.01,1.6059471
0.01,1.6170533
0.01,1.6282166
0.01,1.6394945
0.01,1.6506197
0.01,1.6609817
0.01,1.6723931
0.01,1.6833466
0.01,1.6944718
0.01,1.7053108
0.01,1.7158064
0.01,1.7267979
0.01,1.7373888
0.01,1.7479416
0.01,1.7587806
0.01,1.7692761
0.01,1.7796571
0.01,1.7903053
0.01,1.8004382
0.01,1.8115252
0.01,1.8216581
0.01,1.8316575
0.01,1.8419622
0.01,1.8523432
0.01,1.8625143
0.01,1.8726281
0.01,1.8824748
