control/mA,Ewe/V
-0.08,-6.4938307
-0.08,-6.54814
-0.08,-6.6035943
-0.08,-6.658076
-0.08,-6.7055726
-0.08,-6.7519245
-0.08,-6.7941737
-0.08,-6.838159
-0.08,-6.881496
-0.08,-6.905884
0.08,-5.8038526
0.08,-4.702574
0.08,-3.6879401
0.08,-2.6873376
0.08,-1.6872978
0.08,-0.68721056
0.08,0.13660957
0.08,0.5601185
0.08,0.8078122
0.08,0.9363725
0.08,1.0279124
0.08,1.1212078
0.08,1.2170222
0.08,1.3188857
0.08,1.4355384
0.08,1.575014
0.08,1.7609179
0.08,1.9655801
0.08,2.1472666
0.08,2.289087
0.08,2.417571
0.08,2.5552912
0.08,2.7090216
0.08,2.8873115
0.08,3.070582
0.08,3.2635844
0.08,3.4632661
0.08,3.6575854
0.08,3.8328602
0.08,3.9986126
0.08,4.160072
0.08,4.3123035
0.08,4.4814715
0.08,4.632588
0.08,4.7644873
0.08,4.8726673
0.08,4.963654
0.08,5.041282
0.08,5.111526
0.08,5.1716747
0.08,5.2295713
0.08,5.287659
0.08,5.3414726
0.08,5.3866415
0.08,5.4351306
0.08,5.47717
0.08,5.517186
0.08,5.5519934
0.08,5.582201
0.08,5.6071234
0.08,5.6302133
0.08,5.6505556
0.08,5.6687794
0.08,5.6847324
0.08,5.6992545
0.08,5.7119446
0.08,5.721715
0.08,5.7329736
0.08,5.743698
0.08,5.7530107
0.08,5.7603383
0.08,5.7675323
0.08,5.77341
0.08,5.7790203
0.08,5.784402
0.08,5.786997
