control/mA,Ewe/V
-0.08,-6.4774957
-0.08,-6.5202413
-0.08,-6.5636544
-0.08,-6.602659
-0.08,-6.6409965
-0.08,-6.6820436
-0.08,-6.720056
-0.08,-6.7579927
-0.08,-6.794708
-0.08,-6.8234653
0.08,-5.5260367
0.08,-4.5006022
0.08,-3.4950519
0.08,-2.4949646
0.08,-1.4948677
0.08,-0.49466592
0.08,0.5053511
0.08,0.9191408
0.08,1.1019915
0.08,1.1629798
0.08,1.215362
0.08,1.2807584
0.08,1.359322
0.08,1.4583422
0.08,1.5894215
0.08,1.7611469
0.08,1.9609048
0.08,2.158411
0.08,2.3219666
0.08,2.4634268
0.08,2.5918536
0.08,2.7311194
0.08,2.8929598
0.08,3.0762875
0.08,3.2755494
0.08,3.4843142
0.08,3.6924496
0.08,3.8849561
0.08,4.059277
0.08,4.22229
0.08,4.3803525
0.08,4.5365252
0.08,4.6973543
0.08,4.836506
0.08,4.977794
0.08,5.096355
0.08,5.196673
0.08,5.2817245
0.08,5.3588
0.08,5.4236617
0.08,5.484956
0.08,5.5374713
0.08,5.582373
0.08,5.6189547
0.08,5.6526356
0.08,5.6819086
0.08,5.708128
0.08,5.734367
0.08,5.7538314
0.08,5.774364
0.08,5.7919583
0.08,5.8071103
0.08,5.8209453
0.08,5.83167
0.08,5.846058
0.08,5.859397
0.08,5.8708653
0.08,5.8817425
0.08,5.8890324
0.08,5.8965125
0.08,5.904604
0.08,5.9116073
0.08,5.9159007
0.08,5.924698
0.08,5.9320064
0.08,5.9329605
