control/mA,Ewe/V
-0.08,-5.129697
-0.08,-5.1610117
-0.08,-5.1901126
-0.08,-5.217191
-0.08,-5.2431245
-0.08,-5.2684474
-0.08,-5.291156
-0.08,-5.3142266
-0.08,-5.3353515
-0.08,-5.352087
0.08,-4.488757
0.08,-3.487476
0.08,-2.4872363
0.08,-1.4870819
0.08,-0.4869565
0.08,0.48802397
0.08,0.9551309
0.08,1.0644557
0.08,1.1476564
0.08,1.2476308
0.08,1.3618219
0.08,1.4963932
0.08,1.6592451
0.08,1.8470381
0.08,1.9999671
0.08,2.0999606
0.08,2.1723223
0.08,2.2299306
0.08,2.2854042
0.08,2.3455338
0.08,2.4162161
0.08,2.5012107
0.08,2.600994
0.08,2.7141166
0.08,2.8344903
0.08,2.9585662
0.08,3.0880234
0.08,3.227022
0.08,3.3680432
0.08,3.5059922
0.08,3.6388462
0.08,3.7708986
0.08,3.903123
0.08,4.0379806
0.08,4.17509
0.08,4.312971
0.08,4.4463215
0.08,4.568126
0.08,4.6828136
0.08,4.7815666
0.08,4.8650346
0.08,4.937854
0.08,5.001323
0.08,5.058972
0.08,5.1118693
0.08,5.159023
0.08,5.1912727
0.08,5.2251825
0.08,5.260867
0.08,5.297544
0.08,5.331912
0.08,5.36296
0.08,5.3871756
0.08,5.406907
0.08,5.425303
0.08,5.4398823
0.08,5.4516563
0.08,5.461961
0.08,5.4691935
0.08,5.4745173
0.08,5.479918
0.08,5.485013
0.08,5.4902797
0.08,5.495146
0.08,5.4971495
