control/mA,Ewe/V
-0.01,-1.7912735
-0.01,-1.801311
-0.01,-1.8113294
-0.01,-1.8207945
-0.01,-1.8305266
-0.01,-1.8402398
-0.01,-1.8501055
-0.01,-1.8594179
-0.01,-1.8684058
-0.01,-1.8778517
0.01,-0.6301173
0.01,0.3751497
0.01,0.97890794
0.01,1.0232371
0.01,1.052281
0.01,1.0752566
0.01,1.0947974
0.01,1.1119336
0.01,1.1273525
0.01,1.140405
0.01,1.1530759
0.01,1.1654224
0.01,1.1766813
0.01,1.1873294
0.01,1.1980158
0.01,1.2075762
0.01,1.2178808
0.01,1.227365
0.01,1.2372499
0.01,1.246524
0.01,1.256199
0.01,1.2651488
0.01,1.2747283
0.01,1.283888
0.01,1.2932767
0.01,1.3027036
0.01,1.3121305
0.01,1.3207749
0.01,1.3295147
0.01,1.3392279
0.01,1.3480632
0.01,1.3568603
0.01,1.3651994
0.01,1.3737104
0.01,1.3831182
0.01,1.3915908
0.01,1.4003499
0.01,1.4088799
0.01,1.4171808
0.01,1.4259017
0.01,1.4343362
0.01,1.4410533
0.01,1.4497359
0.01,1.4578843
0.01,1.4661089
0.01,1.4749061
0.01,1.4830735
0.01,1.4913744
0.01,1.4994273
0.01,1.5075947
0.01,1.515724
0.01,1.5239868
0.01,1.5319443
0.01,1.5398064
0.01,1.5484508
0.01,1.5562557
0.01,1.5644422
0.01,1.5724951
0.01,1.5806243
0.01,1.5885246
0.01,1.5964248
0.01,1.6039816
