control/mA,Ewe/V
-0.04,-3.8351152
-0.04,-3.9198043
-0.04,-4.0024896
-0.04,-4.075557
-0.04,-4.136145
-0.04,-4.1892524
-0.04,-4.2329235
-0.04,-4.272119
-0.04,-4.3069263
-0.04,-4.3365235
0.04,-3.6585965
0.04,-2.6583319
0.04,-1.6582539
0.04,-0.65820485
0.04,0.34185034
0.04,0.75390357
0.04,0.8606714
0.04,0.9407425
0.04,1.023199
0.04,1.1084796
0.04,1.1905544
0.04,1.2759305
0.04,1.3712869
0.04,1.4778066
0.04,1.5991346
0.04,1.731187
0.04,1.8637546
0.04,1.9699309
0.04,2.0468535
0.04,2.1022696
0.04,2.144557
0.04,2.184039
0.04,2.221668
0.04,2.257486
0.04,2.2935524
0.04,2.3295043
0.04,2.3664675
0.04,2.4060833
0.04,2.4494965
0.04,2.4969552
0.04,2.548612
0.04,2.6058984
0.04,2.669654
0.04,2.7391913
0.04,2.8134613
0.04,2.8924446
0.04,2.975588
0.04,3.0611932
0.04,3.148153
0.04,3.2430325
0.04,3.3417473
0.04,3.4388592
0.04,3.5374405
0.04,3.6416514
0.04,3.7521403
0.04,3.8738308
0.04,4.0010743
0.04,4.1207232
0.04,4.224809
0.04,4.308124
0.04,4.3783298
0.04,4.438841
0.04,4.4890857
0.04,4.5356092
0.04,4.5766754
0.04,4.615394
0.04,4.65127
0.04,4.685542
0.04,4.7157884
0.04,4.746683
0.04,4.7766433
0.04,4.805687
0.04,4.831506
0.04,4.8477645
