control/mA,Ewe/V
-0.01,-0.6212355
-0.01,-0.62486124
-0.01,-0.62940294
-0.01,-0.63295233
-0.01,-0.6378184
-0.01,-0.6413105
-0.01,-0.6446691
-0.01,-0.6482376
-0.01,-0.6534662
-0.01,-0.6575881
0.01,-0.35951558
0.01,0.21250764
0.01,0.2638211
0.01,0.29257876
0.01,0.31444755
0.01,0.33223265
0.01,0.3472889
0.01,0.36043692
0.01,0.37287885
0.01,0.3839468
0.01,0.39470947
0.01,0.40520498
0.01,0.41543332
0.01,0.42455485
0.01,0.4333329
0.01,0.44178656
0.01,0.4500303
0.01,0.45777786
0.01,0.4649339
0.01,0.4723189
0.01,0.47943676
0.01,0.48682177
0.01,0.4940923
0.01,0.5005423
0.01,0.5071831
0.01,0.5138238
0.01,0.5199112
0.01,0.5259795
0.01,0.53195244
0.01,0.53807795
0.01,0.5438982
0.01,0.5501573
0.01,0.5557295
0.01,0.5622176
0.01,0.56792337
0.01,0.5739153
0.01,0.57971644
0.01,0.58504057
0.01,0.59078443
0.01,0.5978451
0.01,0.6029783
0.01,0.60799706
0.01,0.61435163
0.01,0.6203054
0.01,0.6254959
0.01,0.63123983
0.01,0.6368501
0.01,0.6427849
0.01,0.6486814
0.01,0.65423447
0.01,0.6600738
0.01,0.66612303
0.01,0.6716761
0.01,0.67728645
0.01,0.68264866
0.01,0.6883735
0.01,0.6937548
0.01,0.70001394
0.01,0.7059296
0.01,0.7124368
0.01,0.7183143
