control/mA,Ewe/V
-0.01,-1.8738825
-0.01,-1.8843399
-0.01,-1.8947781
-0.01,-1.9056934
-0.01,-1.9159981
-0.01,-1.9259403
-0.01,-1.936035
-0.01,-1.9463205
-0.01,-1.9561863
-0.01,-1.9663575
0.01,-0.7024969
0.01,0.31066915
0.01,1.015146
0.01,1.0587119
0.01,1.0868207
0.01,1.1091094
0.01,1.1280394
0.01,1.1450613
0.01,1.1610907
0.01,1.1750783
0.01,1.1887988
0.01,1.2010499
0.01,1.2128621
0.01,1.2240446
0.01,1.2345783
0.01,1.2447493
0.01,1.2549968
0.01,1.2644808
0.01,1.2744802
0.01,1.2839452
0.01,1.2938683
0.01,1.3034286
0.01,1.3127792
0.01,1.3221107
0.01,1.3319955
0.01,1.3416514
0.01,1.351479
0.01,1.3615738
0.01,1.3713632
0.01,1.3805611
0.01,1.3903695
0.01,1.4004452
0.01,1.4103492
0.01,1.4200814
0.01,1.4294128
0.01,1.4388969
0.01,1.4481521
0.01,1.4573499
0.01,1.4665478
0.01,1.4756312
0.01,1.4846573
0.01,1.493588
0.01,1.5028241
0.01,1.5124608
0.01,1.5212389
0.01,1.5298452
0.01,1.5386996
0.01,1.5474585
0.01,1.5566565
0.01,1.5649955
0.01,1.5744225
0.01,1.5829142
0.01,1.5913488
0.01,1.5995162
0.01,1.6080843
0.01,1.6170342
0.01,1.6254115
0.01,1.634056
0.01,1.6424142
0.01,1.6503145
0.01,1.6589589
0.01,1.6672599
