control/mA,Ewe/V
-0.08,-6.4303994
-0.08,-6.4820757
-0.08,-6.535412
-0.08,-6.5881376
-0.08,-6.642447
-0.08,-6.694772
-0.08,-6.744196
-0.08,-6.789193
-0.08,-6.8336368
-0.08,-6.858654
0.08,-5.758004
0.08,-4.6952844
0.08,-3.6910696
0.08,-2.6910396
0.08,-1.6909999
0.08,-0.6909126
0.08,0.12716362
0.08,0.54849714
0.08,0.796687
0.08,0.9152861
0.08,1.0055093
0.08,1.0981749
0.08,1.1947526
0.08,1.2984481
0.08,1.416074
0.08,1.5539658
0.08,1.7433426
0.08,1.9543403
0.08,2.1378207
0.08,2.2811105
0.08,2.4087548
0.08,2.5454254
0.08,2.7048805
0.08,2.8837237
0.08,3.0677004
0.08,3.259749
0.08,3.459545
0.08,3.6525285
0.08,3.837879
0.08,4.003097
0.08,4.1678767
0.08,4.327989
0.08,4.489467
0.08,4.6440563
0.08,4.7762995
0.08,4.8856626
0.08,4.9775653
0.08,5.052522
0.08,5.124063
0.08,5.188277
0.08,5.247261
0.08,5.303326
0.08,5.3582845
0.08,5.408148
0.08,5.4537554
0.08,5.496711
0.08,5.5354295
0.08,5.5689197
0.08,5.5975437
0.08,5.6228666
0.08,5.6454034
0.08,5.6654973
0.08,5.683187
0.08,5.6992927
0.08,5.7130322
0.08,5.726238
0.08,5.737935
0.08,5.7483544
0.08,5.7573805
0.08,5.7658343
0.08,5.7732763
0.08,5.779841
0.08,5.7854705
0.08,5.790718
0.08,5.795546
0.08,5.7979884
