control/mA,Ewe/V
-0.08,-6.3985314
-0.08,-6.4528217
-0.08,-6.50862
-0.08,-6.565906
-0.08,-6.625807
-0.08,-6.6861463
-0.08,-6.7431464
-0.08,-6.7913876
-0.08,-6.837396
-0.08,-6.8610015
0.08,-5.7799664
0.08,-4.7315793
0.08,-3.722995
0.08,-2.7225642
0.08,-1.7225245
0.08,-0.7224182
0.08,0.1627529
0.08,0.55048174
0.08,0.7740549
0.08,0.88691014
0.08,0.97436625
0.08,1.0678334
0.08,1.1721205
0.08,1.2768083
0.08,1.3949304
0.08,1.5292345
0.08,1.7098334
0.08,1.9283115
0.08,2.137191
0.08,2.2957852
0.08,2.4358904
0.08,2.5860333
0.08,2.7579877
0.08,2.9520972
0.08,3.1461494
0.08,3.3466897
0.08,3.5484133
0.08,3.7399082
0.08,3.9221482
0.08,4.0926714
0.08,4.262173
0.08,4.433364
0.08,4.59614
0.08,4.737676
0.08,4.856352
0.08,4.955792
0.08,5.041607
0.08,5.1173654
0.08,5.186483
0.08,5.2505436
0.08,5.3101387
0.08,5.365383
0.08,5.4179564
0.08,5.4661975
0.08,5.508828
0.08,5.546116
0.08,5.578709
0.08,5.60781
0.08,5.6348696
0.08,5.660269
0.08,5.682901
0.08,5.702823
0.08,5.7203794
0.08,5.7362943
0.08,5.7497663
0.08,5.762686
0.08,5.77383
0.08,5.784402
0.08,5.79339
0.08,5.7993054
0.08,5.806919
0.08,5.8140755
0.08,5.81959
0.08,5.8242083
0.08,5.8263264
0.08,5.8297615
