control/mA,Ewe/V
-0.01,-0.64129144
-0.01,-0.64674914
-0.01,-0.6509855
-0.01,-0.6555272
-0.01,-0.6597635
-0.01,-0.6659463
-0.01,-0.6670913
-0.01,-0.6739229
-0.01,-0.67983854
-0.01,-0.683865
0.01,-0.37779084
0.01,0.21638143
0.01,0.2685536
0.01,0.29698685
0.01,0.31822592
0.01,0.33650717
0.01,0.35200235
0.01,0.36558923
0.01,0.37826017
0.01,0.38999605
0.01,0.40148383
0.01,0.41241825
0.01,0.42209318
0.01,0.43184444
0.01,0.4413858
0.01,0.45054552
0.01,0.45953348
0.01,0.46796805
0.01,0.4760591
0.01,0.48334873
0.01,0.49050474
0.01,0.49876755
0.01,0.50594264
0.01,0.51269794
0.01,0.51912886
0.01,0.5259032
0.01,0.53265846
0.01,0.5393756
0.01,0.54586375
0.01,0.55181754
0.01,0.5593552
0.01,0.56612957
0.01,0.5721788
0.01,0.5784761
0.01,0.5838765
0.01,0.59082264
0.01,0.5966238
0.01,0.60257757
0.01,0.6088367
0.01,0.6154966
0.01,0.62104964
0.01,0.6276523
0.01,0.63286185
0.01,0.64007515
0.01,0.64597166
0.01,0.6526315
0.01,0.6590815
0.01,0.6660849
0.01,0.6720005
0.01,0.67858404
0.01,0.6843661
0.01,0.6911786
0.01,0.69760954
0.01,0.7047465
0.01,0.71171165
0.01,0.71875316
0.01,0.72550845
0.01,0.73283625
0.01,0.73924804
0.01,0.7467284
0.01,0.75357914
