control/mA,Ewe/V
0.08,-1.2284347
0.08,-0.22827114
0.08,0.26290512
0.08,0.5649846
0.08,0.7637884
0.08,0.8800213
0.08,0.8996383
0.0,0.89954287
0.0,-0.541756
0.0,-0.54181325
0.08,-0.5422903
0.08,0.4577397
0.08,0.9661225
0.08,1.0532924
0.08,1.1274478
0.08,1.1995043
0.08,1.2790219
0.08,1.3801985
0.08,1.5124608
0.08,1.6800643
0.08,1.861312
0.08,2.024603
0.08,2.1488316
0.08,2.2605968
0.08,2.3780508
0.08,2.5112672
0.08,2.6616774
0.08,2.8232508
0.08,2.9884307
0.08,3.1548893
0.08,3.3237715
0.08,3.4872148
0.08,3.6378157
0.08,3.7769477
0.08,3.9076836
0.08,4.035137
0.08,4.1644225
0.08,4.2892704
0.08,4.407755
0.08,4.517118
0.08,4.6138105
0.08,4.6987286
0.08,4.775708
0.08,4.843299
0.08,4.9047265
0.08,4.960849
0.08,5.0136123
0.08,5.0638
0.08,5.1104383
0.08,5.1552253
0.08,5.1966157
0.08,5.237338
0.08,5.2757325
0.08,5.3118753
0.08,5.344564
0.08,5.3712416
0.08,5.393473
0.08,5.409674
0.08,5.426219
0.08,5.4387946
0.08,5.449519
0.08,5.458812
0.08,5.464747
