control/mA,Ewe/V
-0.08,-5.064968
-0.08,-5.0921993
-0.08,-5.119144
-0.08,-5.144715
-0.08,-5.169141
-0.08,-5.1927843
-0.08,-5.215569
-0.08,-5.2377434
-0.08,-5.2590013
-0.08,-5.2645736
0.08,-4.4587793
0.08,-3.4572299
0.08,-2.4571044
0.08,-1.4571029
0.08,-0.4570348
0.08,0.49046656
0.08,0.9642715
0.08,1.0899312
0.08,1.1956877
0.08,1.3140769
0.08,1.4368551
0.08,1.5799564
0.08,1.7476363
0.08,1.9103737
0.08,2.0232482
0.08,2.0988348
0.08,2.1554532
0.08,2.2009823
0.08,2.2442045
0.08,2.2914152
0.08,2.3440073
0.08,2.4061215
0.08,2.4793992
0.08,2.5639927
0.08,2.6605132
0.08,2.766575
0.08,2.8788195
0.08,2.9963882
0.08,3.1205213
0.08,3.2513716
0.08,3.3821073
0.08,3.5128238
0.08,3.6417658
0.08,3.7701545
0.08,3.902665
0.08,4.039507
0.08,4.1761203
0.08,4.308067
0.08,4.429185
0.08,4.5338726
0.08,4.621405
0.08,4.694893
0.08,4.756702
0.08,4.8129005
0.08,4.865015
0.08,4.912264
0.08,4.9568605
0.08,4.9997773
0.08,5.0406337
0.08,5.0814896
0.08,5.122632
0.08,5.162706
0.08,5.2009854
0.08,5.237968
0.08,5.2739964
0.08,5.309433
0.08,5.344526
0.08,5.3772144
0.08,5.405762
0.08,5.4297304
0.08,5.447019
0.08,5.4625335
0.08,5.476197
0.08,5.485986
0.08,5.4899173
