control/mA,Ewe/V
-0.08,-6.4010124
-0.08,-6.4564667
-0.08,-6.5132
-0.08,-6.5733104
-0.08,-6.631188
-0.08,-6.6823297
-0.08,-6.7223845
-0.08,-6.7607026
-0.08,-6.8015203
-0.08,-6.8274345
0.08,-5.6954837
0.08,-4.6587405
0.08,-3.6411302
0.08,-2.6410048
0.08,-1.6410031
0.08,-0.64097315
0.08,0.23067439
0.08,0.61753845
0.08,0.8378484
0.08,0.9449216
0.08,1.0309656
0.08,1.1205399
0.08,1.2161062
0.08,1.3185422
0.08,1.4371222
0.08,1.5873605
0.08,1.775478
0.08,1.9836895
0.08,2.1656625
0.08,2.3138947
0.08,2.452149
0.08,2.5971396
0.08,2.7647622
0.08,2.94393
0.08,3.128059
0.08,3.324153
0.08,3.5258574
0.08,3.7201767
0.08,3.906386
0.08,4.0840273
0.08,4.2535667
0.08,4.422296
0.08,4.5783167
0.08,4.71638
0.08,4.8318877
0.08,4.935755
0.08,5.018822
0.08,5.1013355
0.08,5.174442
0.08,5.238693
0.08,5.2987275
0.08,5.356033
0.08,5.4071937
0.08,5.4562745
0.08,5.501405
0.08,5.5421085
0.08,5.5781364
0.08,5.612676
0.08,5.6405754
0.08,5.665631
0.08,5.6865835
0.08,5.7032237
0.08,5.720131
0.08,5.734405
0.08,5.7474957
0.08,5.757858
0.08,5.767838
0.08,5.7767115
0.08,5.7860236
0.08,5.7938666
0.08,5.8013663
0.08,5.808236
0.08,5.8150105
0.08,5.8209643
0.08,5.8266125
0.08,5.8287883
