control/mA,Ewe/V
-0.08,-5.346534
-0.08,-5.377009
-0.08,-5.399908
-0.08,-5.424887
-0.08,-5.445707
-0.08,-5.4651327
-0.08,-5.4825554
-0.08,-5.499043
-0.08,-5.5148053
-0.08,-5.522381
0.08,-4.733629
0.08,-3.7289107
0.08,-2.728728
0.08,-1.728631
0.08,-0.7285819
0.08,0.17364913
0.08,0.58647174
0.08,0.80183935
0.08,0.90599287
0.08,0.9794804
0.08,1.0397246
0.08,1.1124297
0.08,1.1724259
0.08,1.2525923
0.08,1.350773
0.08,1.4779783
0.08,1.6352963
0.08,1.8120595
0.08,1.9707325
0.08,2.0915642
0.08,2.1931605
0.08,2.2898123
0.08,2.3997097
0.08,2.5196064
0.08,2.6562006
0.08,2.820541
0.08,2.9832401
0.08,3.149069
0.08,3.3245537
0.08,3.4941037
0.08,3.6505249
0.08,3.7897332
0.08,3.9182744
0.08,4.035977
0.08,4.1551676
0.08,4.269558
0.08,4.379875
0.08,4.483628
0.08,4.5794044
0.08,4.6631393
0.08,4.744336
0.08,4.8173847
0.08,4.882533
0.08,4.94272
0.08,4.9976783
0.08,5.048152
0.08,5.0950575
0.08,5.1409326
0.08,5.1836967
0.08,5.222587
0.08,5.255734
0.08,5.2860374
0.08,5.310864
0.08,5.3330956
0.08,5.351701
0.08,5.367387
0.08,5.3806305
0.08,5.392309
0.08,5.4012017
0.08,5.4058766
0.08,5.415991
0.08,5.42204
0.08,5.420838
0.08,5.4306846
0.08,5.4321537
