control/mA,Ewe/V
-0.01,-0.6159878
-0.01,-0.6210447
-0.01,-0.6262924
-0.01,-0.62730384
-0.01,-0.63369656
-0.01,-0.6379329
-0.01,-0.641654
-0.01,-0.64526063
-0.01,-0.6502222
-0.01,-0.6539433
0.01,-0.35823312
0.01,0.21080928
0.01,0.26132125
0.01,0.29215893
0.01,0.31271103
0.01,0.3301717
0.01,0.34469366
0.01,0.35828057
0.01,0.37106597
0.01,0.3824393
0.01,0.39327827
0.01,0.4027242
0.01,0.41188392
0.01,0.42110088
0.01,0.42993617
0.01,0.43781734
0.01,0.4461374
0.01,0.454114
0.01,0.461041
0.01,0.46842602
0.01,0.47567746
0.01,0.48273808
0.01,0.4894552
0.01,0.4960578
0.01,0.50300395
0.01,0.5092058
0.01,0.5152169
0.01,0.521247
0.01,0.5272199
0.01,0.5332691
0.01,0.5393183
0.01,0.5447951
0.01,0.55080616
0.01,0.5561493
0.01,0.5616642
0.01,0.5668547
0.01,0.5727322
0.01,0.5783425
0.01,0.58338034
0.01,0.5887617
0.01,0.59519255
0.01,0.6004594
0.01,0.6062224
0.01,0.6112411
0.01,0.6166415
0.01,0.6222328
0.01,0.6279385
0.01,0.63274735
0.01,0.6377279
0.01,0.64333826
0.01,0.6487959
0.01,0.6544253
0.01,0.66039824
0.01,0.66553146
0.01,0.6716189
0.01,0.6766758
0.01,0.6821716
0.01,0.68810636
0.01,0.69394565
0.01,0.700033
0.01,0.7056815
