control/mA,Ewe/V
-0.01,-0.5946533
-0.01,-0.5995003
-0.01,-0.6037939
-0.01,-0.6073624
-0.01,-0.61081636
-0.01,-0.61543435
-0.01,-0.61816317
-0.01,-0.622266
-0.01,-0.62585354
-0.01,-0.6300136
0.01,-0.34075943
0.01,0.21103828
0.01,0.26156932
0.01,0.2916437
0.01,0.3133789
0.01,0.33045796
0.01,0.3451898
0.01,0.35807064
0.01,0.37024543
0.01,0.38106534
0.01,0.39196157
0.01,0.40182734
0.01,0.41117787
0.01,0.41947883
0.01,0.4277035
0.01,0.43583274
0.01,0.44365665
0.01,0.45113707
0.01,0.45835036
0.01,0.46510562
0.01,0.47184184
0.01,0.4783872
0.01,0.48493257
0.01,0.49061924
0.01,0.4967066
0.01,0.5027177
0.01,0.50827074
0.01,0.5143009
0.01,0.5199494
0.01,0.5257887
0.01,0.530941
0.01,0.5367231
0.01,0.5419136
0.01,0.5469514
0.01,0.55269533
0.01,0.5577141
0.01,0.5636679
0.01,0.56880116
0.01,0.57387716
0.01,0.5795066
0.01,0.5851932
0.01,0.59036463
0.01,0.5951735
0.01,0.6005739
0.01,0.60578346
0.01,0.6108404
0.01,0.6160691
0.01,0.62125957
0.01,0.62593484
0.01,0.6309727
0.01,0.63553345
0.01,0.6405713
0.01,0.6459526
0.01,0.65154386
0.01,0.6562382
0.01,0.66116154
0.01,0.6652643
0.01,0.6710464
0.01,0.67560714
0.01,0.6805305
0.01,0.68566376
