control/mA,Ewe/V
-0.08,-5.4802275
-0.08,-5.493871
-0.08,-5.506428
-0.08,-5.5171523
-0.08,-5.528144
-0.08,-5.537895
-0.08,-5.546826
-0.08,-5.5539055
-0.08,-5.560184
-0.08,-5.5639434
0.08,-4.7794776
0.08,-3.7786784
0.08,-2.7784386
0.08,-1.7784178
0.08,-0.7784069
0.08,0.2216101
0.08,0.77016205
0.08,0.9354184
0.08,1.0202602
0.08,1.1017244
0.08,1.1902109
0.08,1.2900517
0.08,1.3978691
0.08,1.5287575
0.08,1.6967427
0.08,1.8908712
0.08,2.044888
0.08,2.1412938
0.08,2.2155995
0.08,2.2859385
0.08,2.3560483
0.08,2.434612
0.08,2.52598
0.08,2.6336448
0.08,2.761728
0.08,2.9085505
0.08,3.0667462
0.08,3.2283387
0.08,3.39266
0.08,3.5580308
0.08,3.7164176
0.08,3.859557
0.08,3.9941282
0.08,4.122708
0.08,4.252689
0.08,4.3878517
0.08,4.5248656
0.08,4.6551433
0.08,4.7693343
0.08,4.864481
0.08,4.947777
0.08,5.0150056
0.08,5.073036
0.08,5.124082
0.08,5.1694417
0.08,5.211691
0.08,5.2493606
0.08,5.2793584
0.08,5.3031354
0.08,5.322409
0.08,5.3389344
0.08,5.352102
0.08,5.3628645
0.08,5.3725777
0.08,5.37918
0.08,5.3863935
0.08,5.392519
0.08,5.3984346
0.08,5.403644
0.08,5.409083
0.08,5.413796
0.08,5.4184523
0.08,5.422364
0.08,5.4260283
0.08,5.4278603
