control/mA,Ewe/V
-0.01,-0.63196
-0.01,-0.6361391
-0.01,-0.6402419
-0.01,-0.64384854
-0.01,-0.6497642
-0.01,-0.6544585
-0.01,-0.6588476
-0.01,-0.66415256
-0.01,-0.6673966
-0.01,-0.6731024
0.01,-0.37137845
0.01,0.21474032
0.01,0.26511872
0.01,0.29610905
0.01,0.31734812
0.01,0.3349233
0.01,0.349388
0.01,0.36221159
0.01,0.37431005
0.01,0.38554975
0.01,0.39640784
0.01,0.40718958
0.01,0.41772324
0.01,0.42676845
0.01,0.43657696
0.01,0.4453741
0.01,0.45375142
0.01,0.46172798
0.01,0.4696855
0.01,0.47743306
0.01,0.48462725
0.01,0.4914398
0.01,0.49861488
0.01,0.50552285
0.01,0.512946
0.01,0.51954865
0.01,0.5255215
0.01,0.53193337
0.01,0.5377345
0.01,0.54406995
0.01,0.5502146
0.01,0.5563783
0.01,0.563229
0.01,0.56927824
0.01,0.5750794
0.01,0.58105224
0.01,0.58702517
0.01,0.592292
0.01,0.5977306
0.01,0.6034936
0.01,0.60975266
0.01,0.61528665
0.01,0.6215267
0.01,0.62658364
0.01,0.6322703
0.01,0.63805234
0.01,0.64400613
0.01,0.65009356
0.01,0.6560283
0.01,0.6617722
0.01,0.66833663
0.01,0.6742523
0.01,0.6808358
0.01,0.6874003
0.01,0.6936212
0.01,0.6997468
0.01,0.7059296
0.01,0.7121315
0.01,0.7193066
0.01,0.7248787
0.01,0.73203474
