control/mA,Ewe/V
-0.08,-6.550277
-0.08,-6.5911527
-0.08,-6.634642
-0.08,-6.6763377
-0.08,-6.714408
-0.08,-6.7498827
-0.08,-6.7842126
-0.08,-6.8192673
-0.08,-6.851937
-0.08,-6.8818207
0.08,-5.5387015
0.08,-4.4591546
0.08,-3.4488525
0.08,-2.448403
0.08,-1.4481531
0.08,-0.44806594
0.08,0.5519702
0.08,0.95259285
0.08,1.1173912
0.08,1.1730555
0.08,1.222308
0.08,1.2857581
0.08,1.3643599
0.08,1.4591247
0.08,1.5869789
0.08,1.7581891
0.08,1.9617254
0.08,2.158831
0.08,2.3336835
0.08,2.483063
0.08,2.6322517
0.08,2.78686
0.08,2.96036
0.08,3.1530383
0.08,3.3563647
0.08,3.5781631
0.08,3.778875
0.08,3.9847395
0.08,4.162667
0.08,4.3338666
0.08,4.5028634
0.08,4.663578
0.08,4.8235292
0.08,4.968711
0.08,5.092176
0.08,5.2002034
0.08,5.294262
0.08,5.3748293
0.08,5.444691
0.08,5.511748
0.08,5.568347
0.08,5.61676
0.08,5.659391
0.08,5.6983957
0.08,5.7322297
0.08,5.7633533
0.08,5.793752
0.08,5.8198195
0.08,5.842451
0.08,5.8651023
0.08,5.8851776
0.08,5.9041266
0.08,5.920213
0.08,5.9365673
0.08,5.9506884
0.08,5.962348
0.08,5.974809
0.08,5.987251
0.08,5.9974413
0.08,6.0074406
0.08,6.016314
0.08,6.023909
0.08,6.0317903
0.08,6.0390415
0.08,6.0456443
0.08,6.0484686
