control/mA,Ewe/V
-0.08,-6.389868
-0.08,-6.4461813
-0.08,-6.5042114
-0.08,-6.563387
-0.08,-6.627257
-0.08,-6.6917377
-0.08,-6.747535
-0.08,-6.7946506
-0.08,-6.838751
-0.08,-6.863024
0.08,-5.7887836
0.08,-4.7217135
0.08,-3.7011454
0.08,-2.7011154
0.08,-1.7008084
0.08,-0.7007975
0.08,0.16725641
0.08,0.5453676
0.08,0.7737305
0.08,0.88876116
0.08,0.9748433
0.08,1.0684823
0.08,1.1701549
0.08,1.2776289
0.08,1.3936328
0.08,1.5291392
0.08,1.7052917
0.08,1.9252392
0.08,2.1300159
0.08,2.2864728
0.08,2.4255476
0.08,2.5721984
0.08,2.7358518
0.08,2.927824
0.08,3.120235
0.08,3.319974
0.08,3.5196745
0.08,3.7087462
0.08,3.8911579
0.08,4.066204
0.08,4.2341976
0.08,4.378387
0.08,4.5499787
0.08,4.6992626
0.08,4.8227854
0.08,4.9269385
0.08,5.016074
0.08,5.095153
0.08,5.165721
0.08,5.2335024
0.08,5.294567
0.08,5.3498883
0.08,5.403663
0.08,5.451217
0.08,5.494516
0.08,5.531956
0.08,5.5645876
0.08,5.5947385
0.08,5.6224275
0.08,5.6459184
0.08,5.668417
0.08,5.6883774
0.08,5.7058954
0.08,5.7215242
0.08,5.7354164
0.08,5.7483926
0.08,5.759594
0.08,5.769498
0.08,5.7781615
0.08,5.7848787
0.08,5.792321
0.08,5.7989616
0.08,5.804572
0.08,5.8092666
0.08,5.8134456
0.08,5.8157163
