control/mA,Ewe/V
-0.01,-0.48525205
-0.01,-0.48754197
-0.01,-0.49000365
-0.01,-0.49200734
-0.01,-0.49422094
-0.01,-0.49652994
-0.01,-0.49862903
-0.01,-0.50070906
-0.01,-0.5029036
-0.01,-0.50479275
0.01,-0.25619638
0.01,0.20094351
0.01,0.24542534
0.01,0.2739731
0.01,0.29547933
0.01,0.31347433
0.01,0.3289695
0.01,0.3425373
0.01,0.35457852
0.01,0.36503583
0.01,0.3750161
0.01,0.38390866
0.01,0.39205697
0.01,0.4000908
0.01,0.4077239
0.01,0.41453642
0.01,0.42108178
0.01,0.4272646
0.01,0.43325657
0.01,0.43898138
0.01,0.44466802
0.01,0.44959137
0.01,0.45457196
0.01,0.4592854
0.01,0.46401793
0.01,0.46871227
0.01,0.4732158
0.01,0.47747123
0.01,0.4818221
0.01,0.4856768
0.01,0.4897796
0.01,0.4936534
0.01,0.49741268
0.01,0.50126743
0.01,0.50483584
0.01,0.50802267
0.01,0.5115339
0.01,0.5149879
0.01,0.5185373
0.01,0.5216096
0.01,0.5245674
0.01,0.52786875
0.01,0.53080744
0.01,0.53391796
0.01,0.53679943
0.01,0.5394901
0.01,0.5423525
0.01,0.5449859
0.01,0.54750484
0.01,0.5503863
0.01,0.55256176
0.01,0.5553287
0.01,0.55786675
0.01,0.5598132
0.01,0.5622749
0.01,0.56450754
0.01,0.56672114
0.01,0.56887746
0.01,0.57101476
0.01,0.5730375
0.01,0.57481223
