control/mA,Ewe/V
-0.01,-2.130755
-0.01,-2.144132
-0.01,-2.156555
-0.01,-2.170447
-0.01,-2.1831944
-0.01,-2.1963997
-0.01,-2.2094584
-0.01,-2.2217283
-0.01,-2.2345712
-0.01,-2.2462115
0.01,-0.943201
0.01,0.06600959
0.01,1.0660778
0.01,1.1751356
0.01,1.2080532
0.01,1.2380322
0.01,1.2639656
0.01,1.286674
0.01,1.3078368
0.01,1.3268433
0.01,1.3446283
0.01,1.3609822
0.01,1.3769544
0.01,1.3915908
0.01,1.4065326
0.01,1.4206729
0.01,1.4345843
0.01,1.4476559
0.01,1.4608994
0.01,1.4742763
0.01,1.4869473
0.01,1.5003052
0.01,1.5134531
0.01,1.5261432
0.01,1.5393293
0.01,1.5523437
0.01,1.5659688
0.01,1.5793458
0.01,1.5929518
0.01,1.6067677
0.01,1.6204882
0.01,1.6339223
0.01,1.6470131
0.01,1.6605237
0.01,1.6739006
0.01,1.6876211
0.01,1.7007118
0.01,1.714337
0.01,1.7278857
0.01,1.7408047
0.01,1.7549449
0.01,1.7681121
0.01,1.7820424
0.01,1.7959728
0.01,1.8098078
0.01,1.8226123
0.01,1.8367144
0.01,1.8503968
0.01,1.863354
0.01,1.8776087
0.01,1.8910048
0.01,1.9041528
0.01,1.917568
0.01,1.9312884
0.01,1.94436
0.01,1.9573935
0.01,1.9700073
0.01,1.9821439
0.01,1.9932691
0.01,2.0051005
0.01,2.0171607
0.01,2.0297172
0.01,2.0417202
