control/mA,Ewe/V
-0.01,-1.2975463
-0.01,-1.3044733
-0.01,-1.3114575
-0.01,-1.3185945
-0.01,-1.3254261
-0.01,-1.332544
-0.01,-1.3392801
-0.01,-1.3461881
-0.01,-1.3528098
-0.01,-1.3598512
0.01,-0.29130408
0.01,0.7087157
0.01,0.7817834
0.01,0.8226586
0.01,0.8513781
0.01,0.87462085
0.01,0.8941616
0.01,0.9108971
0.01,0.9261251
0.01,0.93936855
0.01,0.9520967
0.01,0.9636799
0.01,0.97396547
0.01,0.98392665
0.01,0.9938497
0.01,1.002437
0.01,1.0115012
0.01,1.0196304
0.01,1.0274544
0.01,1.0355264
0.01,1.0434839
0.01,1.0508116
0.01,1.058044
0.01,1.0651237
0.01,1.0720507
0.01,1.0793976
0.01,1.0860193
0.01,1.0929654
0.01,1.1003695
0.01,1.1063232
0.01,1.1130595
0.01,1.1197385
0.01,1.1263983
0.01,1.1331154
0.01,1.1394128
0.01,1.1461489
0.01,1.1526179
0.01,1.1590871
0.01,1.1653652
0.01,1.1718342
0.01,1.1785132
0.01,1.1845243
0.01,1.1907071
0.01,1.1970235
0.01,1.2030154
0.01,1.2094463
0.01,1.2152666
0.01,1.2217547
0.01,1.2280902
0.01,1.2341202
0.01,1.2403412
0.01,1.246524
0.01,1.2532412
0.01,1.259443
0.01,1.265664
0.01,1.2723238
0.01,1.2786021
0.01,1.2849758
0.01,1.2912921
0.01,1.297513
0.01,1.3033524
0.01,1.3062339
