control/mA,Ewe/V
-0.01,-0.5868866
-0.01,-0.5910085
-0.01,-0.5941953
-0.01,-0.5979355
-0.01,-0.6021146
-0.01,-0.6057976
-0.01,-0.6084501
-0.01,-0.6117323
-0.01,-0.61558706
-0.01,-0.6186021
0.01,-0.3342669
0.01,0.21082836
0.01,0.26111135
0.01,0.29059416
0.01,0.31131798
0.01,0.3278627
0.01,0.34137326
0.01,0.35461667
0.01,0.3662762
0.01,0.3769053
0.01,0.3865993
0.01,0.3961216
0.01,0.40552938
0.01,0.4140212
0.01,0.42192143
0.01,0.4294782
0.01,0.4368823
0.01,0.4443627
0.01,0.45119432
0.01,0.45791143
0.01,0.46384618
0.01,0.47016254
0.01,0.47647893
0.01,0.48308155
0.01,0.4889018
0.01,0.49502733
0.01,0.5006568
0.01,0.5063434
0.01,0.51193464
0.01,0.5173732
0.01,0.52229655
0.01,0.5272008
0.01,0.5323341
0.01,0.5378108
0.01,0.54273415
0.01,0.54796284
0.01,0.5531151
0.01,0.55769503
0.01,0.56263745
0.01,0.568076
0.01,0.57324743
0.01,0.5779418
0.01,0.5826934
0.01,0.58738774
0.01,0.59267366
0.01,0.59763515
0.01,0.6021578
0.01,0.60711926
0.01,0.61200446
0.01,0.6162408
0.01,0.6212023
0.01,0.62593484
0.01,0.6299804
0.01,0.63518995
0.01,0.6395981
0.01,0.64421606
0.01,0.6487959
0.01,0.6535666
0.01,0.6578221
0.01,0.66236377
0.01,0.6667909
