control/mA,Ewe/V
-0.08,-5.517973
-0.08,-5.532495
-0.08,-5.548372
-0.08,-5.5623784
-0.08,-5.5756984
-0.08,-5.588426
-0.08,-5.6004677
-0.08,-5.613062
-0.08,-5.6235576
-0.08,-5.629111
0.08,-4.8016806
0.08,-3.7992306
0.08,-2.7992196
0.08,-1.7992179
0.08,-0.7992071
0.08,0.20080994
0.08,0.7706391
0.08,0.94648635
0.08,1.033809
0.08,1.1126015
0.08,1.199695
0.08,1.2989252
0.08,1.4108262
0.08,1.5457411
0.08,1.7200236
0.08,1.9239416
0.08,2.08874
0.08,2.1993816
0.08,2.289717
0.08,2.3742533
0.08,2.4626255
0.08,2.561741
0.08,2.6813898
0.08,2.825426
0.08,2.9896328
0.08,3.1646407
0.08,3.3441517
0.08,3.5277085
0.08,3.7113223
0.08,3.8835058
0.08,4.039641
0.08,4.1891537
0.08,4.3357368
0.08,4.486395
0.08,4.643045
0.08,4.7903447
0.08,4.9203553
0.08,5.027772
0.08,5.1176705
0.08,5.1907
0.08,5.251326
0.08,5.3010745
0.08,5.339774
0.08,5.370631
0.08,5.395114
0.08,5.414235
0.08,5.429845
0.08,5.442821
0.08,5.4544234
0.08,5.4645753
0.08,5.473468
0.08,5.481063
0.08,5.487646
0.08,5.4944587
0.08,5.5032177
0.08,5.509343
0.08,5.5144386
0.08,5.5212893
0.08,5.5266323
0.08,5.5321474
0.08,5.5375857
0.08,5.542452
0.08,5.5474515
0.08,5.5522604
0.08,5.5547605
