control/mA,Ewe/V
-0.08,-6.4778013
-0.08,-6.547014
-0.08,-6.609491
-0.08,-6.6858983
-0.08,-6.752993
-0.08,-6.8123593
-0.08,-6.869493
-0.08,-6.9263787
-0.08,-6.9865465
-0.08,-7.0217543
0.08,-5.9275312
0.08,-4.8471446
0.08,-3.841657
0.08,-2.841488
0.08,-1.8413433
0.08,-0.84134173
0.08,0.05434395
0.08,0.47331122
0.08,0.7311379
0.08,0.85792345
0.08,0.94707793
0.08,1.0380644
0.08,1.1369892
0.08,1.2441959
0.08,1.3656956
0.08,1.5037019
0.08,1.6826787
0.08,1.90629
0.08,2.1229362
0.08,2.288152
0.08,2.430471
0.08,2.5798316
0.08,2.7519195
0.08,2.940266
0.08,3.1371806
0.08,3.3360033
0.08,3.5354178
0.08,3.7192988
0.08,3.9033518
0.08,4.0781307
0.08,4.256601
0.08,4.4384975
0.08,4.6076083
0.08,4.75092
0.08,4.866065
0.08,4.959055
0.08,5.0409007
0.08,5.1146746
0.08,5.178392
0.08,5.2431965
0.08,5.303002
0.08,5.359754
0.08,5.4134145
0.08,5.464079
0.08,5.5117097
0.08,5.553577
0.08,5.592811
0.08,5.629927
0.08,5.661108
0.08,5.6862593
0.08,5.710246
0.08,5.7315235
0.08,5.7506633
0.08,5.765567
0.08,5.7822833
0.08,5.7956796
0.08,5.8074155
0.08,5.8185406
0.08,5.8283873
0.08,5.836841
0.08,5.844856
0.08,5.8489966
0.08,5.857565
0.08,5.863309
0.08,5.8674116
0.08,5.870255
