control/mA,Ewe/V
-0.04,-2.4845548
-0.04,-2.5033703
-0.04,-2.5221286
-0.04,-2.5405054
-0.04,-2.5590346
-0.04,-2.57827
-0.04,-2.5966275
-0.04,-2.613535
-0.04,-2.6325984
-0.04,-2.6478837
0.04,-1.9723052
0.04,-0.97228736
0.04,0.027742634
0.04,0.3848437
0.04,0.5605956
0.04,0.66976786
0.04,0.7504496
0.04,0.8244142
0.04,0.896566
0.04,0.9640425
0.04,1.0197068
0.04,1.0703523
0.04,1.1240511
0.04,1.1847533
0.04,1.2527069
0.04,1.3261372
0.04,1.4070097
0.04,1.4916798
0.04,1.5871124
0.04,1.6923919
0.04,1.7952858
0.04,1.8956228
0.04,1.9794914
0.04,2.0456321
0.04,2.098167
0.04,2.1396146
0.04,2.1765015
0.04,2.2111723
0.04,2.2469144
0.04,2.282179
0.04,2.3131313
0.04,2.3571935
0.04,2.4012363
0.04,2.4468632
0.04,2.4971461
0.04,2.5523334
0.04,2.6090853
0.04,2.669711
0.04,2.7309475
0.04,2.803252
0.04,2.8748312
0.04,2.947441
0.04,3.020089
0.04,3.0899699
0.04,3.1606715
0.04,3.224236
0.04,3.2893271
0.04,3.352987
0.04,3.4142044
0.04,3.4746585
0.04,3.5288534
0.04,3.5869412
0.04,3.6026082
0.04,3.6181223
0.04,3.648941
0.04,3.6836905
0.04,3.717009
0.04,3.7530181
0.04,3.7883594
0.04,3.8227081
0.04,3.8468668
0.04,3.8757772
