control/mA,Ewe/V
0.08,2.0789316
0.08,2.1640022
0.08,2.2503684
0.08,2.3537586
0.08,2.483292
0.08,2.6499605
0.08,2.7855623
0.0,2.7855432
0.0,0.17695418
0.0,0.17701143
0.16,0.17676336
0.16,1.1770247
0.16,2.1772265
0.16,3.1772542
0.16,4.026092
0.16,4.5025773
0.16,4.939533
0.16,5.2836137
0.16,5.467781
0.16,5.5600653
0.16,5.617676
0.16,5.6602306
0.16,5.692881
0.16,5.72141
0.16,5.7433167
0.16,5.762609
0.16,5.7785435
0.16,5.792588
0.16,5.803847
0.16,5.814247
0.16,5.821422
0.16,5.827376
0.16,5.8323183
0.16,5.835582
0.16,5.8375473
0.16,5.839398
0.16,5.8401423
0.16,5.8397226
0.16,5.838616
0.16,5.8388257
0.16,5.8378906
0.16,5.838024
