control/mA,Ewe/V
-0.08,-5.980538
-0.08,-6.0084944
-0.08,-6.0316033
-0.08,-6.053816
-0.08,-6.076028
-0.08,-6.09679
-0.08,-6.117972
-0.08,-6.137589
-0.08,-6.1562138
-0.08,-6.1683693
0.08,-5.0309224
0.08,-4.013478
0.08,-3.0132895
0.08,-2.0132403
0.08,-1.0132388
0.08,-0.013227969
0.08,0.67282104
0.08,0.9858922
0.08,1.0814775
0.08,1.1485534
0.08,1.216507
0.08,1.2978375
0.08,1.3944342
0.08,1.512499
0.08,1.6722023
0.08,1.8629532
0.08,2.0689702
0.08,2.2370486
0.08,2.3673835
0.08,2.4826813
0.08,2.5994675
0.08,2.7261195
0.08,2.8769877
0.08,3.049152
0.08,3.2381473
0.08,3.4370656
0.08,3.6419184
0.08,3.8421345
0.08,4.0289354
0.08,4.1993527
0.08,4.3571477
0.08,4.513912
0.08,4.6708674
0.08,4.8287964
0.08,4.977546
0.08,5.106316
0.08,5.212836
0.08,5.299128
0.08,5.371509
0.08,5.431944
0.08,5.481349
0.08,5.5228157
0.08,5.5577374
0.08,5.5856743
0.08,5.60907
0.08,5.629545
0.08,5.6468153
0.08,5.6621194
0.08,5.6755157
0.08,5.6860685
0.08,5.6969647
0.08,5.7065444
0.08,5.715952
0.08,5.724711
0.08,5.73347
0.08,5.741599
0.08,5.747572
0.08,5.7540793
0.08,5.760529
0.08,5.7663493
0.08,5.7730665
0.08,5.778677
0.08,5.7841916
0.08,5.789802
0.08,5.7942295
