control/mA,Ewe/V
-0.08,-5.43607
-0.08,-5.4525576
-0.08,-5.468186
-0.08,-5.483681
-0.08,-5.4975543
-0.08,-5.5105495
-0.08,-5.523736
-0.08,-5.5354147
-0.08,-5.5469785
-0.08,-5.552818
0.08,-4.892255
0.08,-3.8867438
0.08,-2.8862748
0.08,-1.886245
0.08,-0.8861861
0.08,-0.0043163383
0.08,0.4738455
0.08,0.7279892
0.08,0.89315015
0.08,1.0069977
0.08,1.0840538
0.08,1.1523317
0.08,1.2166023
0.08,1.2924562
0.08,1.3907322
0.08,1.5203611
0.08,1.6802552
0.08,1.8671705
0.08,2.0226564
0.08,2.123356
0.08,2.2114396
0.08,2.3099065
0.08,2.4307764
0.08,2.5834763
0.08,2.7579687
0.08,2.9360297
0.08,3.1119914
0.08,3.2862737
0.08,3.4539347
0.08,3.6063864
0.08,3.738687
0.08,3.8583167
0.08,3.9717062
0.08,4.0909543
0.08,4.2149053
0.08,4.339191
0.08,4.459355
0.08,4.5707216
0.08,4.6679287
0.08,4.753591
0.08,4.825915
0.08,4.8911586
0.08,4.9489985
0.08,5.0009985
0.08,5.049774
0.08,5.0943513
0.08,5.135341
0.08,5.165072
0.08,5.1951656
0.08,5.218599
0.08,5.2357354
0.08,5.249933
0.08,5.259951
0.08,5.268023
0.08,5.273214
0.08,5.278996
0.08,5.283824
0.08,5.288499
0.08,5.2925253
0.08,5.2960176
0.08,5.2980213
0.08,5.300674
0.08,5.3031354
0.08,5.305406
0.08,5.306322
