control/mA,Ewe/V
-0.02,-2.1647985
-0.02,-2.2050502
-0.02,-2.240525
-0.02,-2.2756944
-0.02,-2.3067038
-0.02,-2.3367782
-0.02,-2.3659747
-0.02,-2.3917937
-0.02,-2.4187384
-0.02,-2.42994
0.02,-1.7038676
0.02,-0.7038507
0.02,0.29618537
0.02,0.4277035
0.02,0.4913253
0.02,0.52769697
0.02,0.5550616
0.02,0.57946837
0.02,0.6039897
0.02,0.6291025
0.02,0.65593284
0.02,0.68409896
0.02,0.71445954
0.02,0.7450301
0.02,0.7738259
0.02,0.8023355
0.02,0.8274865
0.02,0.8517216
0.02,0.87572765
0.02,0.8979972
0.02,0.9208965
0.02,0.9453414
0.02,0.9710649
0.02,0.99997526
0.02,1.0298207
0.02,1.062891
0.02,1.094263
0.02,1.1253679
0.02,1.1700596
0.02,1.2126331
0.02,1.2535655
0.02,1.3007953
0.02,1.3402774
0.02,1.3905795
0.02,1.4470071
0.02,1.507194
0.02,1.5699762
0.02,1.6379489
0.02,1.7053871
0.02,1.7778442
0.02,1.8528584
0.02,1.926346
0.02,2.0014555
0.02,2.072806
0.02,2.1407595
0.02,2.1993625
0.02,2.2591274
0.02,2.317234
0.02,2.37162
0.02,2.4215784
0.02,2.469953
0.02,2.5194156
0.02,2.566378
0.02,2.609028
0.02,2.6570592
0.02,2.70177
0.02,2.7445726
0.02,2.790562
0.02,2.833708
0.02,2.8761098
0.02,2.9173095
0.02,2.9599593
0.02,2.9634514
