control/mA,Ewe/V
-0.01,-0.62426966
-0.01,-0.63005173
-0.01,-0.6339064
-0.01,-0.6373604
-0.01,-0.64339054
-0.01,-0.64600486
-0.01,-0.65035576
-0.01,-0.6538097
-0.01,-0.65764534
-0.01,-0.66235876
0.01,-0.36296225
0.01,0.21342361
0.01,0.2638211
0.01,0.2935138
0.01,0.31421855
0.01,0.3322899
0.01,0.34776598
0.01,0.3611239
0.01,0.37289792
0.01,0.3845193
0.01,0.39560637
0.01,0.40617818
0.01,0.4154142
0.01,0.424822
0.01,0.43360007
0.01,0.4427216
0.01,0.45117524
0.01,0.45898008
0.01,0.46705207
0.01,0.4746661
0.01,0.48174578
0.01,0.48895904
0.01,0.49569523
0.01,0.50231695
0.01,0.50884324
0.01,0.5151596
0.01,0.5217432
0.01,0.5280023
0.01,0.53447133
0.01,0.5402343
0.01,0.54605454
0.01,0.55221826
0.01,0.5583057
0.01,0.5643167
0.01,0.57038504
0.01,0.5757282
0.01,0.5820064
0.01,0.58773124
0.01,0.5939331
0.01,0.5994671
0.01,0.6053446
0.01,0.61063045
0.01,0.6158973
0.01,0.622519
0.01,0.6284919
0.01,0.6343312
0.01,0.6403423
0.01,0.64614344
0.01,0.65173465
0.01,0.6568298
0.01,0.6632797
0.01,0.6683557
0.01,0.67381334
0.01,0.680416
0.01,0.68677056
0.01,0.69192284
0.01,0.69801027
0.01,0.7034679
0.01,0.7103186
0.01,0.7165205
0.01,0.72253156
