control/mA,Ewe/V
-0.04,-3.2206135
-0.04,-3.2516801
-0.04,-3.2822888
-0.04,-3.3119433
-0.04,-3.3403766
-0.04,-3.3665962
-0.04,-3.3932548
-0.04,-3.4192073
-0.04,-3.4442248
-0.04,-3.4654448
0.04,-2.8038285
0.04,-1.8037978
0.04,-0.8037106
0.04,0.1964339
0.04,0.6613714
0.04,0.79397726
0.04,0.8759376
0.04,0.95236385
0.04,1.0354118
0.04,1.1126397
0.04,1.1879401
0.04,1.2685455
0.04,1.3596274
0.04,1.4624641
0.04,1.5772467
0.04,1.6970098
0.04,1.8207422
0.04,1.9320899
0.04,2.0229237
0.04,2.0931864
0.04,2.1459882
0.04,2.1911569
0.04,2.230656
0.04,2.270367
0.04,2.3098109
0.04,2.3495603
0.04,2.3915803
0.04,2.4393253
0.04,2.4906006
0.04,2.5459788
0.04,2.6057076
0.04,2.6715813
0.04,2.7452404
0.04,2.8260558
0.04,2.9149241
0.04,3.0072653
0.04,3.1036904
0.04,3.2037601
0.04,3.307322
0.04,3.4142616
0.04,3.5236819
0.04,3.6401439
0.04,3.7650783
0.04,3.9027412
0.04,4.031416
0.04,4.142363
0.04,4.2302284
0.04,4.301235
0.04,4.3591704
0.04,4.4064574
0.04,4.450195
0.04,4.486872
0.04,4.5211444
0.04,4.5512953
0.04,4.58074
0.04,4.606864
0.04,4.63358
0.04,4.659857
0.04,4.6848364
0.04,4.7081933
0.04,4.7248335
0.04,4.7504997
0.04,4.770117
