control/mA,Ewe/V
-0.04,-3.9536572
-0.04,-4.0426016
-0.04,-4.122005
-0.04,-4.189443
-0.04,-4.24693
-0.04,-4.294732
-0.04,-4.33576
-0.04,-4.3713303
-0.04,-4.407511
-0.04,-4.4346466
0.04,-3.7495718
0.04,-2.7492228
0.04,-1.7490877
0.04,-0.7490195
0.04,0.2509975
0.04,0.7285617
0.04,0.84813404
0.04,0.9322888
0.04,1.0151651
0.04,1.102354
0.04,1.1896002
0.04,1.2798997
0.04,1.3778704
0.04,1.4843711
0.04,1.6079699
0.04,1.7461097
0.04,1.8817115
0.04,1.9843575
0.04,2.057845
0.04,2.1083379
0.04,2.1491177
0.04,2.1866915
0.04,2.222622
0.04,2.2578297
0.04,2.29256
0.04,2.327329
0.04,2.363796
0.04,2.4017324
0.04,2.4439816
0.04,2.4901426
0.04,2.5402157
0.04,2.5966434
0.04,2.6589484
0.04,2.7271118
0.04,2.798157
0.04,2.8750985
0.04,2.9522307
0.04,3.0367672
0.04,3.1242042
0.04,3.2137022
0.04,3.3078754
0.04,3.4025066
0.04,3.4978058
0.04,3.597093
0.04,3.701762
0.04,3.8167925
0.04,3.93896
0.04,4.0605936
0.04,4.1710825
0.04,4.266543
0.04,4.3486366
0.04,4.4143577
0.04,4.471453
0.04,4.521393
0.04,4.5679545
0.04,4.6113677
0.04,4.649457
0.04,4.688958
0.04,4.7239747
0.04,4.759316
0.04,4.79273
0.04,4.8242545
0.04,4.8558936
0.04,4.8770185
