control/mA,Ewe/V
-0.01,-0.5263753
-0.01,-0.5294476
-0.01,-0.5321192
-0.01,-0.53547776
-0.01,-0.5378822
-0.01,-0.54101175
-0.01,-0.5433017
-0.01,-0.5461641
-0.01,-0.54910284
-0.01,-0.5517744
0.01,-0.28905973
0.01,0.20466465
0.01,0.25151274
0.01,0.2798124
0.01,0.30089882
0.01,0.31813052
0.01,0.33301502
0.01,0.34616303
0.01,0.35766992
0.01,0.36837533
0.01,0.37839374
0.01,0.38768703
0.01,0.3961216
0.01,0.40377375
0.01,0.41171217
0.01,0.41915444
0.01,0.4260433
0.01,0.43287492
0.01,0.43936303
0.01,0.44564125
0.01,0.45151874
0.01,0.45733896
0.01,0.46294928
0.01,0.46842602
0.01,0.4738837
0.01,0.47869253
0.01,0.4836922
0.01,0.48827207
0.01,0.49336714
0.01,0.49788976
0.01,0.50254595
0.01,0.50714487
0.01,0.51149577
0.01,0.51601833
0.01,0.5201593
0.01,0.5242239
0.01,0.52828854
0.01,0.53235316
0.01,0.53643686
0.01,0.5405396
0.01,0.54429895
0.01,0.54824907
0.01,0.55223733
0.01,0.55634016
0.01,0.560233
0.01,0.5638778
0.01,0.56729364
0.01,0.5709766
0.01,0.5749076
0.01,0.578228
0.01,0.5816629
0.01,0.58515507
0.01,0.58838004
0.01,0.59210116
0.01,0.5951544
0.01,0.5982649
0.01,0.60135627
0.01,0.60439044
0.01,0.60769176
0.01,0.6105923
0.01,0.6134929
