control/mA,Ewe/V
-0.08,-5.7863903
-0.08,-5.8049006
-0.08,-5.8229527
-0.08,-5.840223
-0.08,-5.8569393
-0.08,-5.8729496
-0.08,-5.8869944
-0.08,-5.9021273
-0.08,-5.916115
-0.08,-5.923137
0.08,-4.9454775
0.08,-3.9402518
0.08,-2.9399545
0.08,-1.9399438
0.08,-0.93992305
0.08,0.060126014
0.08,0.70262825
0.08,0.9731831
0.08,1.0669938
0.08,1.1395081
0.08,1.2172129
0.08,1.3050317
0.08,1.4043381
0.08,1.529101
0.08,1.6903309
0.08,1.8923596
0.08,2.085763
0.08,2.2209618
0.08,2.3279395
0.08,2.429555
0.08,2.5360177
0.08,2.6592538
0.08,2.804149
0.08,2.9710464
0.08,3.1509774
0.08,3.3393428
0.08,3.5379176
0.08,3.7338781
0.08,3.9125307
0.08,4.0716233
0.08,4.226507
0.08,4.3755054
0.08,4.5284343
0.08,4.6839967
0.08,4.832823
0.08,4.965734
0.08,5.0751734
0.08,5.1640797
0.08,5.2367086
0.08,5.29909
0.08,5.3535137
0.08,5.399408
0.08,5.4353595
0.08,5.464995
0.08,5.4893064
0.08,5.509668
0.08,5.5266705
0.08,5.540868
0.08,5.5522604
0.08,5.562775
0.08,5.573194
0.08,5.5818386
0.08,5.590235
0.08,5.5980396
0.08,5.605768
0.08,5.612695
0.08,5.6198897
0.08,5.6258626
0.08,5.6323123
0.08,5.6378655
0.08,5.6426935
0.08,5.6480937
0.08,5.653437
0.08,5.658208
0.08,5.6616426
