control/mA,Ewe/V
-0.01,-0.57129604
-0.01,-0.5753988
-0.01,-0.5794825
-0.01,-0.5825739
-0.01,-0.58606607
-0.01,-0.58915746
-0.01,-0.5930885
-0.01,-0.59637076
-0.01,-0.5997484
-0.01,-0.60226727
0.01,-0.32240403
0.01,0.21147718
0.01,0.26076785
0.01,0.2905369
0.01,0.31135616
0.01,0.32870233
0.01,0.34268996
0.01,0.35644862
0.01,0.36768833
0.01,0.37829834
0.01,0.38799235
0.01,0.3970185
0.01,0.40562478
0.01,0.41348687
0.01,0.42087188
0.01,0.42772257
0.01,0.4345733
0.01,0.4416148
0.01,0.44806477
0.01,0.4544384
0.01,0.46075478
0.01,0.4669185
0.01,0.47279596
0.01,0.4781773
0.01,0.48382577
0.01,0.4894552
0.01,0.49500826
0.01,0.4998171
0.01,0.50506485
0.01,0.5101409
0.01,0.51502603
0.01,0.5203883
0.01,0.5251781
0.01,0.5298342
0.01,0.5345095
0.01,0.539013
0.01,0.54353565
0.01,0.5480582
0.01,0.55250454
0.01,0.5576568
0.01,0.5620077
0.01,0.56677836
0.01,0.5709384
0.01,0.57569003
0.01,0.5802699
0.01,0.58471614
0.01,0.58889526
0.01,0.59320796
0.01,0.5975397
0.01,0.60206234
0.01,0.60637504
0.01,0.61101216
0.01,0.6150004
0.01,0.6189315
0.01,0.6233014
0.01,0.62746143
0.01,0.631736
0.01,0.6357815
0.01,0.63950264
0.01,0.6435291
0.01,0.6476319
