control/mA,Ewe/V
-0.08,-5.019246
-0.08,-5.048099
-0.08,-5.0745096
-0.08,-5.1006336
-0.08,-5.125594
-0.08,-5.15023
-0.08,-5.1762204
-0.08,-5.1979556
-0.08,-5.2205496
-0.08,-5.2271714
0.08,-4.4247937
0.08,-3.4243505
0.08,-2.4241295
0.08,-1.4241089
0.08,-0.42407894
0.08,0.5350056
0.08,0.994384
0.08,1.1199865
0.08,1.2308953
0.08,1.3487884
0.08,1.471185
0.08,1.6177402
0.08,1.7870803
0.08,1.9395131
0.08,2.039373
0.08,2.108357
0.08,2.1594415
0.08,2.2017074
0.08,2.2434986
0.08,2.288629
0.08,2.3420608
0.08,2.401637
0.08,2.4691708
0.08,2.5505013
0.08,2.6416023
0.08,2.7445345
0.08,2.8516648
0.08,2.963604
0.08,3.0832527
0.08,3.207157
0.08,3.3364422
0.08,3.4657469
0.08,3.5935056
0.08,3.720253
0.08,3.8502445
0.08,3.9830604
0.08,4.11912
0.08,4.2502465
0.08,4.3727
0.08,4.482521
0.08,4.572267
0.08,4.649991
0.08,4.71243
0.08,4.7667584
0.08,4.8161635
0.08,4.859348
0.08,4.9001656
0.08,4.94188
0.08,4.981687
0.08,5.021322
0.08,5.0562816
0.08,5.0947905
0.08,5.13017
0.08,5.166637
0.08,5.202436
0.08,5.236575
0.08,5.271191
0.08,5.302353
0.08,5.3321033
0.08,5.361204
0.08,5.3862405
0.08,5.407823
0.08,5.429234
0.08,5.4471335
0.08,5.4519234
