control/mA,Ewe/V
-0.02,-1.5623572
-0.02,-1.5991296
-0.02,-1.6339555
-0.02,-1.6726552
-0.02,-1.7059737
-0.02,-1.74225
-0.02,-1.7756447
-0.02,-1.8103943
-0.02,-1.8424343
-0.02,-1.8597423
0.02,-1.1758896
0.02,-0.17573641
0.02,0.43514577
0.02,0.48857737
0.02,0.5232316
0.02,0.5518557
0.02,0.57677776
0.02,0.5996961
0.02,0.6229388
0.02,0.647212
0.02,0.6721913
0.02,0.69844913
0.02,0.72638625
0.02,0.7537318
0.02,0.7797988
0.02,0.80306065
0.02,0.8254447
0.02,0.8467219
0.02,0.8670259
0.02,0.888265
0.02,0.90975213
0.02,0.932785
0.02,0.9567529
0.02,0.98373586
0.02,1.011921
0.02,1.0417473
0.02,1.0735582
0.02,1.107182
0.02,1.144088
0.02,1.1825397
0.02,1.2228423
0.02,1.2675532
0.02,1.3149356
0.02,1.3649704
0.02,1.4176769
0.02,1.4740664
0.02,1.5335854
0.02,1.5955279
0.02,1.6606382
0.02,1.7263782
0.02,1.7815845
0.02,1.8507975
0.02,1.9182549
0.02,1.9829453
0.02,2.0475786
0.02,2.1073074
0.02,2.163239
0.02,2.2093022
0.02,2.2601388
0.02,2.3079982
0.02,2.3530333
0.02,2.3983166
0.02,2.4421687
0.02,2.482624
0.02,2.525293
0.02,2.5656722
0.02,2.6073678
0.02,2.6481285
0.02,2.6882215
0.02,2.7271311
0.02,2.7681017
0.02,2.8026032
