control/mA,Ewe/V
-0.08,-6.394772
-0.08,-6.452001
-0.08,-6.5043263
-0.08,-6.566154
-0.08,-6.627734
-0.08,-6.688379
-0.08,-6.7494817
-0.08,-6.8009863
-0.08,-6.845964
-0.08,-6.871325
0.08,-5.788543
0.08,-4.7530665
0.08,-3.752674
0.08,-2.7525623
0.08,-1.7524271
0.08,-0.7523972
0.08,0.1501583
0.08,0.54656976
0.08,0.7741503
0.08,0.8906694
0.08,0.9805872
0.08,1.0735964
0.08,1.1724068
0.08,1.283659
0.08,1.400846
0.08,1.5440809
0.08,1.7261873
0.08,1.9483675
0.08,2.149633
0.08,2.3054793
0.08,2.4438288
0.08,2.592884
0.08,2.7640178
0.08,2.9549215
0.08,3.1486492
0.08,3.3489797
0.08,3.549806
0.08,3.74008
0.08,3.9175303
0.08,4.088645
0.08,4.258986
0.08,4.4284787
0.08,4.5901284
0.08,4.7330203
0.08,4.8514285
0.08,4.948731
0.08,5.034317
0.08,5.109637
0.08,5.1796894
0.08,5.2440553
0.08,5.30512
0.08,5.3619294
0.08,5.4154563
0.08,5.464995
0.08,5.509973
0.08,5.549856
0.08,5.5869336
0.08,5.6180387
0.08,5.64672
0.08,5.6713557
0.08,5.694503
0.08,5.713681
0.08,5.731409
0.08,5.747935
0.08,5.760873
0.08,5.773448
0.08,5.7850885
0.08,5.7953553
0.08,5.804057
0.08,5.8115563
0.08,5.817873
0.08,5.8245325
0.08,5.830143
0.08,5.835505
0.08,5.818674
0.08,5.8360395
