control/mA,Ewe/V
-0.01,-0.5964089
-0.01,-0.6009124
-0.01,-0.6041374
-0.01,-0.60827833
-0.01,-0.6121903
-0.01,-0.6160641
-0.01,-0.61951804
-0.01,-0.6235636
-0.01,-0.62627333
-0.01,-0.62968916
0.01,-0.34019834
0.01,0.21040854
0.01,0.25969923
0.01,0.28922018
0.01,0.310402
0.01,0.32801536
0.01,0.34307164
0.01,0.35665852
0.01,0.36858523
0.01,0.37972954
0.01,0.3900342
0.01,0.39965189
0.01,0.4086971
0.01,0.41737974
0.01,0.42545173
0.01,0.43314207
0.01,0.44077516
0.01,0.44858
0.01,0.45569786
0.01,0.46251038
0.01,0.46905574
0.01,0.4755057
0.01,0.481803
0.01,0.48852015
0.01,0.49491283
0.01,0.5004659
0.01,0.5065724
0.01,0.51227814
0.01,0.5179457
0.01,0.5234797
0.01,0.5285557
0.01,0.5344332
0.01,0.53987175
0.01,0.5451958
0.01,0.5504436
0.01,0.5559012
0.01,0.5610154
0.01,0.5663204
0.01,0.5716254
0.01,0.57691133
0.01,0.58231175
0.01,0.58767396
0.01,0.59255916
0.01,0.597139
0.01,0.6026157
0.01,0.60711926
0.01,0.6122716
0.01,0.6168896
0.01,0.6226526
0.01,0.6277286
0.01,0.6324229
0.01,0.63740355
0.01,0.6425177
0.01,0.6473265
0.01,0.6522117
0.01,0.6575358
0.01,0.6627072
0.01,0.667955
0.01,0.6721913
0.01,0.67734367
0.01,0.68255323
