control/mA,Ewe/V
-0.08,-5.386646
-0.08,-5.4067206
-0.08,-5.424792
-0.08,-5.440211
-0.08,-5.4542174
-0.08,-5.4681478
-0.08,-5.4814677
-0.08,-5.494692
-0.08,-5.507115
-0.08,-5.513813
0.08,-4.757836
0.08,-3.7551112
0.08,-2.7549095
0.08,-1.7549078
0.08,-0.7548397
0.08,0.15141776
0.08,0.5889716
0.08,0.81704825
0.08,0.93786097
0.08,1.0151079
0.08,1.0803708
0.08,1.1453665
0.08,1.2139498
0.08,1.2977039
0.08,1.3959227
0.08,1.5297307
0.08,1.6971434
0.08,1.8764256
0.08,2.0286677
0.08,2.1389275
0.08,2.2310758
0.08,2.3284738
0.08,2.4382186
0.08,2.5668552
0.08,2.7188683
0.08,2.8783998
0.08,3.0421486
0.08,3.2091606
0.08,3.3813438
0.08,3.5452836
0.08,3.6927166
0.08,3.8248837
0.08,3.948177
0.08,4.0649443
0.08,4.179746
0.08,4.29095
0.08,4.402107
0.08,4.505478
0.08,4.5983915
0.08,4.6858478
0.08,4.762388
0.08,4.8350935
0.08,4.8982
0.08,4.959055
0.08,5.0138226
0.08,5.0655174
0.08,5.1137586
0.08,5.156332
0.08,5.193944
0.08,5.2263083
0.08,5.253444
0.08,5.266592
0.08,5.291972
0.08,5.3068185
0.08,5.3204436
0.08,5.3314924
0.08,5.3392973
0.08,5.3486094
0.08,5.3548307
0.08,5.3594103
0.08,5.3640285
0.08,5.368398
0.08,5.372024
0.08,5.37565
0.08,5.37731
