control/mA,Ewe/V
-0.02,-1.3643358
-0.02,-1.3938758
-0.02,-1.4224999
-0.02,-1.4518872
-0.02,-1.4830303
-0.02,-1.5119978
-0.02,-1.5430645
-0.02,-1.5744938
-0.02,-1.6040148
-0.02,-1.6334403
0.02,-0.9601136
0.02,0.040057085
0.02,0.4544384
0.02,0.50893867
0.02,0.54365015
0.02,0.5707667
0.02,0.59454376
0.02,0.6170423
0.02,0.63973165
0.02,0.6637377
0.02,0.68823993
0.02,0.7124941
0.02,0.736252
0.02,0.7585979
0.02,0.7789782
0.02,0.7978511
0.02,0.8158079
0.02,0.83286786
0.02,0.84929806
0.02,0.8660336
0.02,0.88318896
0.02,0.90082145
0.02,0.9203812
0.02,0.9388342
0.02,0.95999694
0.02,0.98198026
0.02,1.0051275
0.02,1.0283513
0.02,1.0535786
0.02,1.0786533
0.02,1.106724
0.02,1.1352336
0.02,1.1657277
0.02,1.1974242
0.02,1.2307426
0.02,1.265206
0.02,1.3021692
0.02,1.3399912
0.02,1.3807709
0.02,1.4190891
0.02,1.4597543
0.02,1.5019462
0.02,1.5443289
0.02,1.5885246
0.02,1.6315943
0.02,1.6764578
0.02,1.7227715
0.02,1.7685701
0.02,1.81517
0.02,1.860835
0.02,1.9064045
0.02,1.9517833
0.02,1.9969711
0.02,2.0417774
0.02,2.0851715
0.02,2.129768
0.02,2.171063
0.02,2.2114015
0.02,2.252162
0.02,2.2925792
0.02,2.331298
0.02,2.3678796
