control/mA,Ewe/V
-0.04,-2.704674
-0.04,-2.7333171
-0.04,-2.760548
-0.04,-2.7850122
-0.04,-2.8104687
-0.04,-2.8346465
-0.04,-2.8580036
-0.04,-2.8796434
-0.04,-2.9046037
-0.04,-2.9144886
0.04,-2.2684762
0.04,-1.268413
0.04,-0.2684021
0.04,0.37831742
0.04,0.6108404
0.04,0.73556507
0.04,0.8273911
0.04,0.9111643
0.04,0.9927429
0.04,1.064036
0.04,1.132333
0.04,1.2056297
0.04,1.2850711
0.04,1.3744928
0.04,1.4731313
0.04,1.5818647
0.04,1.6987273
0.04,1.8134907
0.04,1.915049
0.04,2.0021236
0.04,2.065631
0.04,2.117116
0.04,2.1566935
0.04,2.1896493
0.04,2.219645
0.04,2.2483265
0.04,2.2776184
0.04,2.308437
0.04,2.3447514
0.04,2.3827834
0.04,2.4222083
0.04,2.4665184
0.04,2.5167058
0.04,2.5726373
0.04,2.635324
0.04,2.7091742
0.04,2.7910771
0.04,2.8766441
0.04,2.9661422
0.04,3.055163
0.04,3.1455388
0.04,3.2361245
0.04,3.329439
0.04,3.4271998
0.04,3.5292733
0.04,3.6350296
0.04,3.7410152
0.04,3.842974
0.04,3.934323
0.04,4.0186687
0.04,4.090515
0.04,4.151847
0.04,4.204734
0.04,4.2528796
0.04,4.295148
0.04,4.3333516
0.04,4.370601
0.04,4.406667
0.04,4.439566
0.04,4.470537
0.04,4.5011077
0.04,4.529541
0.04,4.53893
