control/mA,Ewe/V
-0.08,-6.1615567
-0.08,-6.1937113
-0.08,-6.227016
-0.08,-6.2557735
-0.08,-6.28331
-0.08,-6.3138995
-0.08,-6.3436112
-0.08,-6.3727508
-0.08,-6.3999248
-0.08,-6.4178243
0.08,-5.1201344
0.08,-4.1196537
0.08,-3.1166034
0.08,-2.1163445
0.08,-1.1163428
0.08,-0.11619833
0.08,0.73558414
0.08,1.0851796
0.08,1.1685711
0.08,1.2124804
0.08,1.2669425
0.08,1.342014
0.08,1.4380955
0.08,1.5569046
0.08,1.7192794
0.08,1.9150681
0.08,2.1171732
0.08,2.2922359
0.08,2.4365203
0.08,2.5627906
0.08,2.6953583
0.08,2.840635
0.08,3.0145168
0.08,3.2084928
0.08,3.4068003
0.08,3.612741
0.08,3.8091404
0.08,3.99035
0.08,4.153183
0.08,4.309021
0.08,4.4640303
0.08,4.6189437
0.08,4.7728457
0.08,4.920527
0.08,5.046492
0.08,5.161618
0.08,5.2580047
0.08,5.33716
0.08,5.409846
0.08,5.472571
0.08,5.5264416
0.08,5.5739574
0.08,5.6152143
0.08,5.6505556
0.08,5.681126
0.08,5.7079372
0.08,5.7312756
0.08,5.7516365
0.08,5.769937
0.08,5.7841153
0.08,5.793428
0.08,5.8056407
0.08,5.816251
0.08,5.8266315
0.08,5.835448
0.08,5.8435583
0.08,5.85184
0.08,5.8590913
0.08,5.8664002
0.08,5.872068
0.08,5.8791094
0.08,5.884643
0.08,5.889834
0.08,5.8953867
0.08,5.8996806
0.08,5.90239
