control/mA,Ewe/V
-0.08,-5.416243
-0.08,-5.4307075
-0.08,-5.4443707
-0.08,-5.456584
-0.08,-5.468262
-0.08,-5.4807806
-0.08,-5.49099
-0.08,-5.5019054
-0.08,-5.5123816
-0.08,-5.5172668
0.08,-4.881835
0.08,-3.8794732
0.08,-2.8791761
0.08,-1.8791462
0.08,-0.8791446
0.08,-0.032940418
0.08,0.46457133
0.08,0.7276648
0.08,0.900955
0.08,1.0200121
0.08,1.1039952
0.08,1.1723877
0.08,1.2336432
0.08,1.3124357
0.08,1.4054831
0.08,1.5313718
0.08,1.6977731
0.08,1.8833526
0.08,2.0316255
0.08,2.1265619
0.08,2.2110198
0.08,2.3069296
0.08,2.424002
0.08,2.5754426
0.08,2.7539613
0.08,2.9314878
0.08,3.105484
0.08,3.2799575
0.08,3.4490495
0.08,3.6013296
0.08,3.735233
0.08,3.851504
0.08,3.9640157
0.08,4.0809164
0.08,4.203398
0.08,4.32839
0.08,4.449661
0.08,4.561753
0.08,4.6618986
0.08,4.7477903
0.08,4.82269
0.08,4.888582
0.08,4.9467463
0.08,4.998766
0.08,5.0354047
0.08,5.090344
0.08,5.1291013
0.08,5.1610837
0.08,5.1880856
0.08,5.209611
0.08,5.226671
0.08,5.2399526
0.08,5.2501426
0.08,5.2574325
0.08,5.2627945
0.08,5.267184
0.08,5.271897
0.08,5.2760954
0.08,5.2799883
0.08,5.282736
0.08,5.2863045
0.08,5.289396
0.08,5.292182
0.08,5.2946053
0.08,5.295407
