control/mA,Ewe/V
-0.08,-5.4121404
-0.08,-5.4274826
-0.08,-5.4410315
-0.08,-5.4551334
-0.08,-5.466793
-0.08,-5.479483
-0.08,-5.490551
-0.08,-5.501657
-0.08,-5.512019
-0.08,-5.5178204
0.08,-4.881995
0.08,-3.876611
0.08,-2.8762755
0.08,-1.8762265
0.08,-0.876015
0.08,-0.020403072
0.08,0.47991383
0.08,0.74069834
0.08,0.90961856
0.08,1.0252789
0.08,1.104186
0.08,1.1727884
0.08,1.2428793
0.08,1.3231412
0.08,1.423001
0.08,1.5559121
0.08,1.7243744
0.08,1.9086562
0.08,2.0452695
0.08,2.1380308
0.08,2.223729
0.08,2.3216805
0.08,2.4421496
0.08,2.5972922
0.08,2.7748187
0.08,2.9507997
0.08,3.1237273
0.08,3.2918842
0.08,3.463056
0.08,3.6145158
0.08,3.7465491
0.08,3.8597286
0.08,3.9717443
0.08,4.0883017
0.08,4.207902
0.08,4.331596
0.08,4.453344
0.08,4.5656266
0.08,4.665677
0.08,4.7504997
0.08,4.825724
0.08,4.8890786
0.08,4.9483304
0.08,5.0005217
0.08,5.048305
0.08,5.0921187
0.08,5.131067
0.08,5.161809
0.08,5.188639
0.08,5.2107177
0.08,5.2272243
0.08,5.2411165
0.08,5.250047
0.08,5.257566
0.08,5.2633862
0.08,5.268939
0.08,5.272889
0.08,5.278061
0.08,5.2823353
0.08,5.2863617
0.08,5.289892
0.08,5.293327
0.08,5.2968764
0.08,5.2992425
0.08,5.3005786
