control/mA,Ewe/V
-0.01,-2.1149163
-0.01,-2.1283505
-0.01,-2.140869
-0.01,-2.1537306
-0.01,-2.1671839
-0.01,-2.1795685
-0.01,-2.1919532
-0.01,-2.2042296
-0.01,-2.2167287
-0.01,-2.2288654
0.01,-0.9264487
0.01,0.11291492
0.01,1.112945
0.01,1.1738188
0.01,1.2094654
0.01,1.2399596
0.01,1.2657212
0.01,1.2884297
0.01,1.309039
0.01,1.3281981
0.01,1.3455251
0.01,1.3618982
0.01,1.3774887
0.01,1.3919916
0.01,1.4063227
0.01,1.419986
0.01,1.432905
0.01,1.4464918
0.01,1.4588574
0.01,1.4715093
0.01,1.4846764
0.01,1.49729
0.01,1.5102854
0.01,1.5229373
0.01,1.5355319
0.01,1.5488325
0.01,1.5615416
0.01,1.5746515
0.01,1.5881047
0.01,1.60131
0.01,1.614248
0.01,1.6276442
0.01,1.640754
0.01,1.6532913
0.01,1.6663058
0.01,1.6790912
0.01,1.6923155
0.01,1.7053871
0.01,1.7184206
0.01,1.7315878
0.01,1.7446594
0.01,1.7576165
0.01,1.7708218
0.01,1.7836645
0.01,1.7971369
0.01,1.8098459
0.01,1.8232039
0.01,1.835684
0.01,1.8488511
0.01,1.8619037
0.01,1.8745936
0.01,1.8874363
0.01,1.9000118
0.01,1.9123392
0.01,1.924743
0.01,1.9366316
0.01,1.9487681
0.01,1.9616681
0.01,1.9736903
0.01,1.9856741
0.01,1.9974482
0.01,2.0089552
0.01,2.0196033
