control/mA,Ewe/V
-0.08,-5.4129987
-0.08,-5.4440465
-0.08,-5.4720407
-0.08,-5.4967146
-0.08,-5.519538
-0.08,-5.5414066
-0.08,-5.560222
-0.08,-5.578828
-0.08,-5.595334
-0.08,-5.599418
0.08,-4.804566
0.08,-3.8015585
0.08,-2.8008988
0.08,-1.8008972
0.08,-0.8008482
0.08,0.11829015
0.08,0.5149306
0.08,0.75413257
0.08,0.87509793
0.08,0.9553598
0.08,1.0170543
0.08,1.0764397
0.08,1.1444696
0.08,1.2163352
0.08,1.3042684
0.08,1.4139749
0.08,1.5601104
0.08,1.7273513
0.08,1.8943633
0.08,2.0288584
0.08,2.1368666
0.08,2.2352738
0.08,2.339809
0.08,2.4539237
0.08,2.58277
0.08,2.725051
0.08,2.8816056
0.08,3.0432744
0.08,3.2063172
0.08,3.3689783
0.08,3.5258765
0.08,3.6706953
0.08,3.8043125
0.08,3.9283311
0.08,4.045976
0.08,4.1617317
0.08,4.273203
0.08,4.3801613
0.08,4.4821396
0.08,4.575874
0.08,4.6634254
0.08,4.7425423
0.08,4.8141026
0.08,4.879232
0.08,4.9381213
0.08,4.9931173
0.08,5.0443354
0.08,5.092214
0.08,5.138528
0.08,5.180529
0.08,5.2197056
0.08,5.2525473
0.08,5.282889
0.08,5.308727
0.08,5.330691
0.08,5.349621
0.08,5.3661847
0.08,5.3785124
0.08,5.388874
0.08,5.3988924
0.08,5.4050183
0.08,5.413243
0.08,5.4197307
0.08,5.424673
0.08,5.426009
