control/mA,Ewe/V
-0.01,-0.49727416
-0.01,-0.4987054
-0.01,-0.5000984
-0.01,-0.5021021
-0.01,-0.50345695
-0.01,-0.50509804
-0.01,-0.5065674
-0.01,-0.5081322
-0.01,-0.5096588
-0.01,-0.5111664
0.01,-0.2457763
0.01,0.2259228
0.01,0.264031
0.01,0.28881946
0.01,0.30813116
0.01,0.32393166
0.01,0.33755672
0.01,0.34952158
0.01,0.3601125
0.01,0.36858523
0.01,0.37654272
0.01,0.38398498
0.01,0.39074028
0.01,0.3973429
0.01,0.40308678
0.01,0.40886885
0.01,0.41417384
0.01,0.41913536
0.01,0.42377245
0.01,0.42840955
0.01,0.43281767
0.01,0.43701586
0.01,0.440508
0.01,0.44361848
0.01,0.44663355
0.01,0.44959137
0.01,0.44766402
0.01,0.44306508
0.01,0.4438093
0.01,0.4459275
0.01,0.44842732
0.01,0.45098442
0.01,0.45338884
0.01,0.45575508
0.01,0.4581023
0.01,0.4603922
0.01,0.46233863
0.01,0.46413243
0.01,0.4662506
0.01,0.46808255
0.01,0.46995264
0.01,0.47226167
0.01,0.4743035
0.01,0.47642168
0.01,0.47840628
0.01,0.4802764
0.01,0.4823755
0.01,0.48437917
0.01,0.48659277
0.01,0.4885583
0.01,0.49037117
0.01,0.49226034
0.01,0.49390146
0.01,0.49586698
0.01,0.49779433
0.01,0.49932095
0.01,0.50080943
0.01,0.5025078
0.01,0.5041298
0.01,0.5057709
0.01,0.50739294
