control/mA,Ewe/V
-0.01,-1.6093388
-0.01,-1.617926
-0.01,-1.6270285
-0.01,-1.632448
-0.01,-1.6379437
-0.01,-1.6445464
-0.01,-1.6517788
-0.01,-1.6601943
-0.01,-1.6686288
-0.01,-1.6769108
0.01,-0.47814432
0.01,0.5223729
0.01,0.88131887
0.01,0.9289875
0.01,0.96022594
0.01,0.98373586
0.01,1.0042307
0.01,1.0219777
0.01,1.0381025
0.01,1.0530634
0.01,1.0667267
0.01,1.0788251
0.01,1.0910571
0.01,1.1024305
0.01,1.1129831
0.01,1.123097
0.01,1.1333253
0.01,1.1431339
0.01,1.1527897
0.01,1.1620257
0.01,1.170861
0.01,1.1802689
0.01,1.1891232
0.01,1.1979585
0.01,1.2062976
0.01,1.2151139
0.01,1.2231859
0.01,1.2316204
0.01,1.2396543
0.01,1.2477835
0.01,1.2558554
0.01,1.2634695
0.01,1.2715224
0.01,1.2793463
0.01,1.2868267
0.01,1.294727
0.01,1.3019211
0.01,1.3097069
0.01,1.3170729
0.01,1.3245342
0.01,1.3319955
0.01,1.3389417
0.01,1.3464793
0.01,1.3537499
0.01,1.3610203
0.01,1.368329
0.01,1.3752179
0.01,1.3822212
0.01,1.3895872
0.01,1.396686
0.01,1.4035558
0.01,1.4105209
0.01,1.4174479
0.01,1.4247948
0.01,1.4321035
0.01,1.4392977
0.01,1.4465492
0.01,1.4532472
0.01,1.4600596
0.01,1.4671394
0.01,1.4701353
0.01,1.4754022
