control/mA,Ewe/V
-0.01,-0.4629253
-0.01,-0.46458548
-0.01,-0.46645558
-0.01,-0.46828753
-0.01,-0.46983323
-0.01,-0.4717415
-0.01,-0.47343984
-0.01,-0.47510004
-0.01,-0.47674116
-0.01,-0.47832504
0.01,-0.22661936
0.01,0.22796464
0.01,0.26838186
0.01,0.29546025
0.01,0.31643215
0.01,0.33396918
0.01,0.34875828
0.01,0.36173454
0.01,0.37329867
0.01,0.38364148
0.01,0.39297295
0.01,0.40159833
0.01,0.40951768
0.01,0.4171126
0.01,0.42409685
0.01,0.4302415
0.01,0.4363289
0.01,0.44207278
0.01,0.4477022
0.01,0.45319802
0.01,0.4580641
0.01,0.46291113
0.01,0.4674719
0.01,0.4718991
0.01,0.47615454
0.01,0.48050538
0.01,0.48439828
0.01,0.4868027
0.01,0.490104
0.01,0.49346256
0.01,0.49634406
0.01,0.49962628
0.01,0.5028704
0.01,0.5061335
0.01,0.50882417
0.01,0.5118965
0.01,0.5147589
0.01,0.5175259
0.01,0.5206173
0.01,0.52317435
0.01,0.5258269
0.01,0.5283649
0.01,0.53096014
0.01,0.5337271
0.01,0.53603613
0.01,0.53859323
0.01,0.5406923
0.01,0.542925
0.01,0.5451577
0.01,0.54714227
0.01,0.54891694
0.01,0.5509588
0.01,0.5526572
0.01,0.55447
0.01,0.55635923
0.01,0.55828655
0.01,0.5599849
0.01,0.5615116
0.01,0.5631145
0.01,0.56479377
0.01,0.56637764
