control/mA,Ewe/V
-0.01,-0.60726696
-0.01,-0.61240023
-0.01,-0.6158733
-0.01,-0.62043405
-0.01,-0.6240025
-0.01,-0.62795264
-0.01,-0.6325134
-0.01,-0.6353758
-0.01,-0.6397458
-0.01,-0.6445737
0.01,-0.35133982
0.01,0.21063754
0.01,0.26067245
0.01,0.29067048
0.01,0.31290185
0.01,0.3300763
0.01,0.34505624
0.01,0.35898662
0.01,0.37133315
0.01,0.3820004
0.01,0.39272487
0.01,0.40253338
0.01,0.41222742
0.01,0.42077646
0.01,0.42951635
0.01,0.4375311
0.01,0.44564125
0.01,0.4532362
0.01,0.4603731
0.01,0.46771997
0.01,0.47457066
0.01,0.48098245
0.01,0.4876805
0.01,0.49424493
0.01,0.50075215
0.01,0.50651515
0.01,0.5130033
0.01,0.5185182
0.01,0.52416664
0.01,0.52991056
0.01,0.53557813
0.01,0.5414175
0.01,0.54744756
0.01,0.552619
0.01,0.5580194
0.01,0.5634198
0.01,0.56817144
0.01,0.57412523
0.01,0.5795066
0.01,0.5847352
0.01,0.59030735
0.01,0.5965093
0.01,0.60137534
0.01,0.60648954
0.01,0.61230975
0.01,0.6173667
0.01,0.62192744
0.01,0.6274996
0.01,0.6327283
0.01,0.6380142
0.01,0.64412063
0.01,0.64900583
0.01,0.6544253
0.01,0.65959674
0.01,0.6651689
0.01,0.67097
0.01,0.6766376
0.01,0.6824006
0.01,0.687572
0.01,0.6915985
0.01,0.69812477
