control/mA,Ewe/V
-0.08,-5.3657117
-0.08,-5.400805
-0.08,-5.4265475
-0.08,-5.4450006
-0.08,-5.4583774
-0.08,-5.4714875
-0.08,-5.4847116
-0.08,-5.4959517
-0.08,-5.506905
-0.08,-5.515607
0.08,-4.7627254
0.08,-3.7608361
0.08,-2.7605007
0.08,-1.7604228
0.08,-0.7603737
0.08,0.2397196
0.08,0.79111487
0.08,0.9598443
0.08,1.040984
0.08,1.1170096
0.08,1.2039887
0.08,1.30236
0.08,1.4120094
0.08,1.5491188
0.08,1.7237448
0.08,1.9193999
0.08,2.0648293
0.08,2.1610062
0.08,2.2363424
0.08,2.3124826
0.08,2.3891568
0.08,2.478712
0.08,2.5837624
0.08,2.7101474
0.08,2.8584201
0.08,3.0231612
0.08,3.1936462
0.08,3.3676045
0.08,3.5443103
0.08,3.7137268
0.08,3.870854
0.08,4.0147758
0.08,4.1553392
0.08,4.2966557
0.08,4.446951
0.08,4.597285
0.08,4.736703
0.08,4.856867
0.08,4.958101
0.08,5.041893
0.08,5.1109533
0.08,5.171045
0.08,5.223446
0.08,5.2692256
0.08,5.3062077
0.08,5.334603
0.08,5.3585896
0.08,5.378398
0.08,5.392767
0.08,5.4058576
0.08,5.4171166
0.08,5.4261045
0.08,5.4336996
0.08,5.440378
0.08,5.4464087
0.08,5.452057
0.08,5.4579153
0.08,5.4631057
0.08,5.4694986
0.08,5.4769025
0.08,5.481387
0.08,5.485547
0.08,5.4893827
0.08,5.4939437
0.08,5.4956994
