mode,trial,x0trial,ok_run,pre_max,post_max,mse,wall_s,err,xn0,xp0,Gamma_p,Gamma_n,K_e,R0,sDn,sDp,sDe,gn,gp,ge
free,30,12,1,0.5463255091694208,0.0006054479085353393,1.3778558924699326e-08,30.308355569839478,,0.47604003604719886,0.22306795449517242,46702.65750345213,2.1136912088708e-07,0.28100576568387414,0.003795952587692882,1.3733271409340522,1.0719976623722616,1.0495806830091865,0.016028315762833943,0.9140764542456864,1.0026927936968038
free,30,15,1,0.02127694801291291,0.0005998754210239099,2.082089988298349e-08,33.08274269104004,,0.0691809112067585,0.5645935283889352,14950.33197365242,1.2777461797779853e-09,0.31389255286555007,0.00644798361583137,1.0084695306283669,1.2316214518107866,0.9817076326123072,0.27580947252837607,0.07749025435864569,0.9760203092036684
free,30,4,1,0.4319477083225749,0.0011064384931689375,2.3589416179481842e-08,27.025247812271118,,0.2576547246915272,0.8156432383036867,1529.774431529178,1.1252526506690031e-07,0.44423421979076394,0.011556671585448503,0.9691358287375621,1.0726340266593126,0.9318491062032634,1.0412173411226326,0.9471157541193873,1.0580140200451893
free,30,5,1,0.8566568490597373,0.000727954290589139,2.5014555205222792e-08,29.235471487045288,,0.4415093408522257,0.7675888603630685,40029.62930347295,3.757741149275778e-06,0.29746805844246527,0.0038312617281272966,1.1174960028307275,1.0583590089212849,0.983692605615621,0.05041299211994033,1.5879080048848073,1.0423367526560074
free,30,3,1,0.28009651510740063,0.001980764376234845,3.306920782437273e-08,32.13521695137024,,0.2975966001875258,0.27290090372534437,2.4549679981679957,1.5161431469255635e-10,0.9194058314382331,0.0119806380154098,1.0253715649124342,0.9907737359878517,0.9811786187579641,0.7866013536454463,1.0204309411186983,1.0224176424834337
free,30,7,1,0.2569156928385343,0.002436452629224206,4.4952020876247356e-08,33.09375977516174,,0.11684164601859855,0.15839325687600103,0.8024353596834694,1.7606907197377783e-10,1.085650886966693,0.01232812945338734,1.0465527686363796,1.0006127221416903,0.9437293624324794,0.4321122037010238,0.9969849227097849,1.0578164611913423
free,30,9,1,0.028534373454975892,0.0007916857723344606,4.669226231359978e-08,28.78507113456726,,0.4257350205240171,0.4200951648646414,2849.5816765335153,1.9349829396488037e-09,0.38724444445477746,0.005689561760524632,1.3303751766985226,0.9927565309404418,1.0364431528433073,0.033210247932426815,1.8926452519924695,0.9914227072678479
free,30,14,1,0.27318790181341157,0.0027014276198347176,4.972347396442328e-08,33.65688419342041,,0.17486645410651697,0.3470060834417996,0.47149505270573366,1.451951344430313e-10,1.1757287057837122,0.012214469580627654,1.0254392359844133,1.011258041054796,0.9341244015232274,0.7470848528563281,0.9447074934807802,1.0744652219964868
free,30,13,1,0.2796231191441514,0.0027822310384753024,5.593469794248496e-08,32.34287714958191,,0.20187817362707,0.253940106473256,0.2268015505490821,1.317783899070455e-10,1.2594700763185243,0.014696883919228632,1.0259071501182728,1.0134276472845316,0.9526312254888296,0.8892495273404929,0.979662682112336,1.0564001427134655
free,30,1,1,0.2776097698629556,0.002969028556460529,6.281149216122113e-08,33.857237339019775,,0.30090005954362303,0.3588456148783998,0.27601573346719566,1.358564665047252e-10,1.2454508195374352,0.013495909694956268,1.0093596245400707,1.0108609908092272,0.9445251326949193,0.7966645557304768,1.0610458158065474,1.0692229282534569
free,30,10,1,0.2838061055619647,0.003222359325464552,7.279428513181618e-08,32.489816665649414,,0.23463599662899948,0.2125620864163406,1.7427349308309052,1.316348215337807e-10,1.1099533158356323,0.01057467680705142,0.9928395339462603,0.996546105435468,0.8439470306501111,1.007391674709886,1.0067569228916071,1.1852890086589942
